eco_max,emerg_max,total_committed,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,total_gen,total_losses,wind_generation_mw,solar_generation_mw,forecast_load_mw,prelim_load_avg_hourly,mw,mcp,mcp_capped,as_req_mw,total_mw,as_mw,ss_mw,ircmwt2,nsr_mw,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,actual_flow,sched_flow,inadv_flow,system_energy_price_rt
168004,169413.7,171668.3,51.06,3.32,70840.993,3683.93787,580.38612,242.83254,368.55357,31833.09,5551.75,90194.294,257.3,289.318,-1.559,32020,28217.1,2528.208,0,0,2335,2453,1199.2,107,1253.8,833,26.68,29.39,2.08,0.63,0,32,32,60.83
168658.6,170068.3,171668.3,13.25,1.04,66884.86,3210.84636,374.62761,282.77483,131.85277,5557.84,962.14,85313.592,256.9,249.031,-2.478,31309,26403.3,2374.618,0,0,2335,2453,1210.2,149,1242.8,833,23.61,24.82,0.63,0.58,0,37,37,33.91
168796.6,170245.3,171668.3,13.61,0.95,65427.351,61.53621,393.48764,299.19314,136.29449,5960.63,971.2,80363.58,231.5,247.789,-1.459,32020,24670.2,2205.623,0,0,2335,2335,801.4,149,1533.6,401,19.81,20.23,-0.04,0.46,0,42,42,20.9
158753.9,161049.3,171668.3,6.49,0.91,65497.897,47.4793,389.75986,295.58621,136.17364,2802.09,1044.11,76676.961,212.6,251.812,-2.459,32020,23382.5,2080.897,0,0,2335,2335,1527.4,257,807.6,397,18.75,16.13,-3.13,0.51,0,23,23,19.14
158699.7,161001.2,171668.3,8.91,0.07,66500.07,99.05457,431.02889,252.18419,178.84468,3827.7,96.73,75321.172,195.3,231.008,-1.461,32020,22539.9,1960.773,0,0,2338,2338,991.2,257,1346.8,398,17.79,15.02,-3.17,0.4,0,21,21,18.45
158396.6,160753.8,171668.3,19.61,0.85,68161.265,269.44855,362.23879,280.01223,117.08701,7815.12,992.39,75165.002,190.7,241.394,-1.455,32020,22145.4,1919.437,0,0,2336.5,2336.5,1257.7,257,1078.8,399,17.38,14.59,-3.12,0.33,0,27,27,18.86
159921.8,162154.5,171668.3,43.65,2.87,71029.293,819.9612,583.14411,311.49057,317.65352,27476.12,4801.35,74650.402,195.5,241.226,-1.467,29801,22031.4,1904.012,0,0,2338,2338,1602,257,736,399,17.15,14.67,-2.8,0.32,0,54,54,16.71
160253.9,162422.6,171668.3,32.91,0.11,75346.408,4192.32905,535.99833,311.80915,270.96116,19162.45,201.05,76160.582,198.4,252.824,-1.473,30183,22504.3,1900.64,0,0,2338,2338,1549,257,789,400,17.96,15.54,-2.78,0.36,0,90,90,17.42
161720.1,163199.5,171668.3,28.18,0.17,79772.62,6412.05063,605.42333,263.50132,389.97201,18512.97,394.8,79557.136,203.1,202.955,-1.444,30183,24004.3,2048.688,0,0,2336.5,2336.5,1338.8,181,997.7,401,19.31,17.13,-2.61,0.43,0,52,52,19.64
163708.9,164499.5,171668.3,53.16,0.31,83166.152,9090.96538,629.97472,265.58507,409.09243,35975.59,507.21,84483.054,211.9,166.023,-1.522,30183,26548.7,2279.371,0,0,2338,2338,1137.4,181,1200.6,401,24.75,22.31,-2.98,0.54,0,46,46,34.4
164019.4,164903.1,171668.3,76.92,0.1,84442.775,33848.76868,587.04447,265.06771,367.90401,48693.59,222.71,89070.473,220.9,124.472,-0.97,30183,28381.8,2438.091,0,0,2344,2459,1328.3,144,1130.7,833,28,24.87,-3.53,0.4,0,27,27,35.02
164827.4,166047.4,171668.3,46.84,0.06,82725.828,5748.59034,592.22193,278.40203,359.13236,29682.78,102.12,90953.173,216.1,104.518,4.492,29752,29268.8,2572.921,0,0,2344,2459,1405.5,77,1053.5,833,28.51,25.48,-3.34,0.31,0,25,25,29.97
165012.8,166225.1,171668.3,19.67,0.06,81272.186,11230.14326,576.12075,251.93644,371.94484,12337.18,95.01,91813.57,221.6,155.909,146.109,30183,29743.1,2572.677,0,0,2344,2354,1178.8,77,1175.2,728,29.21,26.41,-3.02,0.22,0,22,22,31.59
164428,165724.6,171668.3,9.5,0.09,80014.164,2001.3147,365.54061,180.44523,228.82027,3918.6,76.22,91387.108,220.8,241.72,402.589,30183,29965.6,2626.039,0,0,2342.5,2353,1251.2,77,1101.8,728,29.11,26.37,-2.95,0.21,0,32,32,30.72
164553.1,165787.9,171668.3,14.43,0.48,79142.343,95.94713,390.76797,245.46981,189.29815,6283.38,678.5,91493.622,231.2,282.754,530.661,30183,29915.4,2647.546,0,0,2341,2457,1244.4,77,1212.6,833,27.99,26.93,-1.16,0.1,0,39,39,40.33
165113.6,166292.8,171668.3,7.41,0.92,79237.261,698.40834,379.25105,246.31447,178.60244,3129.96,1055.3,90410.146,230,318.659,646.32,30183,29215.6,2631.62,0,0,2339.5,2456,1266.6,107,1189.4,833,26.54,25.14,-1.43,0.03,0,29,29,25.21
164846.8,166434.7,171668.3,22.63,3.31,79122.376,1551.72827,363.92723,244.7082,163.21902,9141.68,3172.32,89505.183,229.4,368.913,718.835,28649,28478.9,2665.552,0,0,2336.5,2454,1263.4,107,1190.6,833,25.61,23.72,-1.93,0.04,0,26,26,22.89
164915.3,166665.4,171668.3,10.71,0.9,79042.991,60.9797,386.70886,248.42176,183.28708,4630.6,1002.32,88751.576,228.4,423.104,762.322,28909,27976,2639.422,0,0,2335,2453,1172.5,107,1280.5,833,24.11,22.04,-2.16,0.09,0,27,27,26.39
164615.7,166590.1,171668.3,12.27,0.82,79487.464,90.53817,388.89692,247.48487,188.41203,5286.04,1078.02,88193.015,236.9,401.635,701.747,28909,27804.1,2640.676,0,0,2333.5,2333.5,741.8,107,1591.7,401,23.68,21.31,-2.51,0.14,0,19,19,23.61
165619.5,167433,171668.3,33.22,1.08,80114.299,3701.09628,386.88338,198.04671,232.83666,14353.09,990.27,88549.668,248.9,280.928,636.719,28909,28188.8,2663.059,0,0,2330.5,2450,1350.6,107,1099.4,833,23.57,22.12,-1.64,0.19,0,9,9,19.61
165875.2,167420.7,171668.3,19.27,0.49,81916.026,847.68937,380.84531,247.14753,176.62874,8153.65,473.5,89238.199,266,176.334,460.063,28211,28627.8,2654.016,0,0,2327.5,2448,1379.6,107,1068.4,833,24.11,22.34,-2.01,0.24,0,3,3,25.93
165600.3,166660.6,171668.3,38.98,0,83255.467,3527.57852,383.31114,257.05857,168.35828,16631.59,0,89632.426,284.9,237.702,235.982,27768,28976.5,2648.373,0,0,2324.5,2446,1291.7,107,1154.3,833,24.24,22.5,-1.97,0.23,0,0,0,24.07
165606.4,166242.2,171668.3,38.02,0.16,82496.063,18314.64514,579.27411,267.68426,354.87168,23831.94,218.39,90827.671,279.9,278.911,48.406,28060,29589,2622.155,0.11,0.11,2324.5,2324.5,789.5,107,1535,293,28.64,26.68,-2.31,0.35,0,0,0,23.22
167242.1,168950.7,171668.3,26.6,3,77996.693,1469.67013,584.71326,262.08787,369.68503,16929.5,4732.76,91024.65,278.5,264.101,-0.372,28060,29354.1,2599.229,0.11,0.11,2324.5,2324.5,802.5,107,1522,293,28.11,25.89,-2.45,0.23,0,0,0,25.77
167359.5,169052.1,171668.3,35.06,3.76,71203.415,2043.63253,492.76527,234.83501,303.92829,18830.56,4962.58,88565.194,275.7,263.658,-2.52,28113,28532,2523.312,0,0,2324.5,2446,1227.4,107,1218.6,833,23.59,21.07,-2.6,0.08,0,0,0,20
167753.3,169366.9,171668.3,10.93,0.03,66980.501,288.73561,398.96367,319.44574,122.51793,4830.94,77.74,85527.232,264.3,240.925,-1.492,27399,27107.6,2413.863,0,0,2324.5,2446,1273.8,146,1172.2,833,21.25,18.83,-2.53,0.11,0,0,0,19.37
167687.8,169392.4,171668.3,9.73,0.77,65775.09,41.89204,400.80781,320.16462,122.64317,4323.48,1176.21,83027.3,252.3,223.847,-1.513,27352,25686.6,2281.172,0,0,2324.5,2446,1216.8,146,1229.2,833,19.37,17.43,-2.14,0.2,0,0,0,19.23
162772.3,165947.8,171668.3,7.29,0.1,65844.636,118.17557,377.18493,305.22947,114.95545,3063.87,95.22,79934.333,239.3,238.733,-2.544,27643,24597.3,2213.608,0,0,2324.5,2324.5,1087.6,45,1236.9,397,18.99,20.07,0.72,0.36,0,0,0,20.08
162996.7,166212,171668.3,8.12,1.13,66792.927,1473.19457,420.17488,263.61318,156.56169,3376.65,1127.75,78561.206,213.9,240.151,-1.549,27643,23866.1,2117.109,0.02,0.02,2324.5,2324.5,781.8,45,1542.7,398,18.12,19.06,0.68,0.26,0,0,0,23.69
163165,166423.4,171668.3,14.14,1.02,68606.576,223.94117,391.83379,310.61725,124.21653,6163.07,1268.62,76964.794,210.1,258.972,-1.527,27681,23444.8,2048.987,0.02,0.02,2324.5,2324.5,928.5,45,1396,399,17.26,18.1,0.6,0.24,0,0,0,16.99
162693.9,165963.7,171668.3,36.93,0.05,71744.844,3512.34067,596.17958,327.09968,310.89052,23572.59,95.34,76200.464,203,254.49,-1.45,27045,23305.4,2060.72,0.01,0.01,2329,2329,938.7,45,1390.3,399,16.72,17.52,0.57,0.23,0,0,0,18.33
161533,164807.4,171668.3,86.88,2.25,75542.409,17023.19158,571.64678,262.10992,356.53686,55578.05,3655.03,76237.94,205.2,261.95,-1.465,27234,23506.8,2046.713,0,0,2330.5,2330.5,834.5,45,1496,400,16.94,17.79,0.58,0.27,0,0,0,23.72
161188.5,164060.7,171668.3,35.05,0.28,79924.142,1827.1835,612.57661,259.85178,398.26786,23016.41,490.93,77269.52,215.1,228.279,-1.476,27473,24182.3,2103.803,0,0,2332,2332,839.9,40,1492.1,401,18.35,19.57,0.91,0.31,0,1,1,26.86
162912.7,164568.9,171668.3,37.73,0.64,83249.774,15347.20476,634.07097,262.19037,419.02543,25755.71,1199.67,79708.021,217.8,183.997,-1.551,27473,25306.6,2179.272,0,0,2335,2453,1222.7,30,1230.3,833,19.52,20.83,0.91,0.4,0,0,0,21.35
165392.2,166044.8,171668.3,106.11,0.3,84629.32,27967.4829,637.91942,263.17026,422.24071,73692.07,501.41,83073.789,232.5,177.973,-1.491,27581,26488.8,2336.019,0,0,2335,2453,1104.8,30,1348.2,833,20.12,21.11,0.73,0.26,0,0,0,20.63
166830.7,167559.1,171668.3,377.23,1.57,83015.529,22266.15829,552.25575,256.37333,339.72394,229324.44,2398.32,85595.203,242.6,143.233,3.903,26960,27852.9,2471.733,0,0,2336.5,2454,1170.7,30,1283.3,833,22.35,23.44,0.84,0.25,0,0,0,20.43
168418.2,169219,171668.3,46.51,0.08,81512.665,2436.40006,563.54755,252.98568,354.51532,28277.71,102.28,88870.671,259.4,138.615,129.663,27727,29080.1,2603.391,0,0,2335,2453,1159.7,30,1293.3,833,25.56,26.76,0.85,0.35,0,0,0,33.08
168145.9,168971.6,171668.3,24.99,1.27,79829.155,5410.7416,372.79905,180.0006,235.64977,10423.18,894.01,90073.919,284,167.435,370.267,28003,29861.4,2695.583,0,0,2330.5,2450,1192.9,30,1257.1,833,25.74,26.58,0.45,0.39,0,0,0,92.26
167868.1,168689.3,171668.3,17.6,0.06,78769.938,480.79221,357.97766,182.04974,220.9279,7107.75,90.53,89805.857,320.9,188.695,491.713,28003,30161.3,2728.87,0,0,2327.5,2327.5,764.4,30,1563.1,401,24.94,25.6,0.24,0.42,0,5,5,32.2
167924.1,168743.5,171668.3,38.32,0.65,78776.742,232.10514,388.71925,180.6416,253.07763,16638.07,849.39,89157.231,335.9,240.246,663.774,28080,30130.7,2674.178,0,0,2321.5,2321.5,781.5,10,1540,401,23.56,24.12,0.13,0.43,0,10,10,28.08
167552.9,168738.6,171668.3,25.69,0.58,78991.867,1720.2135,384.2377,181.65071,245.58696,10937.14,515.36,88284.837,330.4,270.733,725.266,27646,29736.7,2599.356,0,0,2318.5,2318.5,980.7,10,1337.8,401,22.05,22.67,0.19,0.43,0,18,18,27.14
166916.9,168330.1,171668.3,12.08,0.08,78879.38,225.83393,374.52054,185.10118,235.18683,5082.55,78.11,86718.729,316,280.554,766.785,27618,29207.1,2540.976,0,0,2314,2314,1013.1,10,1300.9,401,20.23,20.84,0.13,0.48,0,29,29,21.62
166678,168319.2,171668.3,41.12,0.54,79382.022,236.20427,381.38392,179.4338,243.95007,17438.43,443.24,84807.219,310.8,341.81,838.394,29261,28623.4,2491.334,0,0,2312.5,2312.5,1089.6,10,1222.9,401,20.14,20.7,0.04,0.52,0,37,37,18.17
166997.6,168664.7,171668.3,26.7,1.07,79872.223,4798.8529,394.096,183.8535,255.89854,11691.93,1088.44,84470.327,288.1,405.121,772.236,29569,28489.5,2452.179,0,0,2311,2311,1050.1,10,1260.9,401,19.87,20.81,0.37,0.57,0,19,19,17.07
167213.6,168902.2,171668.3,42.92,0.29,80635.348,214.25483,354.91366,177.06439,215.84927,16900.56,201.99,84413.17,285.5,421.739,606.817,29569,28529,2485.708,0,0,2311,2437,1203.1,10,1233.9,833,21.38,22.52,0.48,0.66,0,27,27,16.58
165870.1,167111.1,171668.3,33.72,1.17,81230.992,1794.0071,381.69772,179.4955,242.81646,14383.79,1168.5,84552.21,290.9,424.768,310.566,29677,28596.4,2499.946,0,0,2314,2439,1141.2,10,1297.8,833,23.28,24.96,0.9,0.78,0,26,26,20.34
164789,165726.6,171668.3,45.15,0.28,79766.539,11275.4005,591.70504,182.85135,453.56161,28687.94,613.87,85202.049,275.8,491.077,45.315,29460,29038.6,2545.396,2.3,2.3,2320,2320,856.6,10,1463.4,398,28.89,31.43,1.65,0.89,0,22,22,36.06
167088,168929.6,171668.3,39.09,1.73,74939.941,3561.67435,622.3016,183.11388,484.87644,25765.32,4480.78,85897.869,271.4,498.791,-2.504,29460,28731.5,2557.928,1.51,1.51,2324.5,2324.5,801.1,10,1523.4,398,28.86,32.34,2.62,0.86,0,23,23,36.38
166520.6,168346.2,171668.3,49.3,3.18,68918.734,1817.89185,595.7559,195.32198,434.95833,31374.84,5245.9,84111.016,273.3,477.687,-1.473,31691,27835.6,2486.836,0,0,2332,2332,616.8,10,1715.2,398,25.77,29.35,2.72,0.86,0,22,22,30.34
166751.8,168532.4,171668.3,22.97,1.21,65053.805,1283.70275,395.96067,231.56265,207.39801,10003.08,1644.67,81069.87,253.8,513.093,-1.534,32437,26610.4,2372.903,0,0,2333.5,2452,1075.8,15,1376.2,833,23.09,25.04,1.16,0.79,0,28,28,22.69
166836.7,168632.3,171668.3,33.66,2.76,63570.529,149.15624,386.49698,234.47754,194.01942,14374.67,2772.49,78248.526,232.7,498.704,-1.533,32437,25262.4,2281.894,0,0,2335,2453,1159.3,15,1293.7,833,19.96,21.08,0.4,0.72,0,32,32,19.72
160728.5,163703,171668.3,35.7,4.03,63566.265,629.91467,434.91743,236.64714,240.27028,16965.68,4202.89,74853.579,236,554.453,-2.502,32340,24090.5,2164.534,0,0,2336.5,2336.5,1062.6,35,1273.9,397,19.9,20.74,0.35,0.49,0,43,43,20.09
160446.8,163434.6,171668.3,27.62,2.05,64167.966,1852.98122,455.09974,192.16791,262.93182,13066.17,2072.17,73844.543,228,555.106,-1.623,32340,23302.9,2078.058,0.02,0.02,2339.5,2339.5,772.8,35,1566.7,398,19.58,20.58,0.55,0.45,0,54,54,19.92
160558.2,163589.6,171668.3,10.38,2.51,65714.354,368.68406,400.47961,190.08918,239.94379,4461.15,2768.15,73472.099,223.5,600.238,-1.512,32340,22838.9,2019.13,0.02,0.02,2342.5,2342.5,855.1,35,1487.4,399,18.75,19.91,0.77,0.39,0,13,13,19.87
160711.1,163765.5,171668.3,15.53,0.06,68305.499,129.51146,583.21559,294.29112,335.92446,9774.28,118.06,72862.802,221.9,587.765,-1.448,33227,22669,2023.819,0.02,0.02,2344,2344,792.5,35,1551.5,399,18.99,20.04,0.7,0.35,0,0,0,18.43
160677.9,163707.1,171668.3,11.06,1,71530.473,2249.98861,573.37884,288.98863,328.14366,6509.84,1268.26,73186.016,222.8,600.848,-0.975,33841,22825,1981.197,0.02,0.02,2344,2344,780.5,35,1563.5,400,19.33,20.6,0.9,0.37,0,22,22,19.82
160846.9,163715.5,171668.3,41.96,0.4,74579.724,1686.32358,558.84231,226.28011,378.76575,25434.75,573.26,75041.435,227.8,666.523,-0.616,33841,23409.7,2046.368,0,0,2344,2344,839.5,30,1504.5,401,21.47,22.63,0.7,0.46,0,25,25,21.11
161777.2,163832.2,171668.3,17.18,0.51,77230.419,6508.98811,580.55696,224.69838,400.22854,10690.57,1012.21,77029.773,229.8,672.061,-0.621,34065,24344.4,2118.561,0,0,2344,2456,1200.5,20,1255.5,830,23.07,25.45,1.8,0.58,0,13,13,21.24
163665.4,164871.4,171668.3,43.46,0.54,77938.978,23424.94925,603.63395,228.0736,423.05787,28291.34,991.55,79792.267,233.9,580.386,-0.664,34065,25004.6,2212.152,0,0,2344,2344,850.5,20,1493.5,316,23.7,27.04,2.73,0.61,0,4,4,23.38
165362.3,166621.2,171668.3,30.76,0.58,75531.531,4381.33445,584.73707,225.83805,405.93883,19438.92,894.33,80280.118,228.1,650.199,5.142,34065,24910,2206.384,0,0,2344,2344,829.6,20,1514.4,316,22.64,25.38,2.11,0.63,0,3,3,16.47
166827,168165,171668.3,13.55,0.09,73588.335,4451.38874,594.33247,204.32589,436.16061,8533.79,109.8,80104.949,215.3,680.553,102.497,33494,24302.3,2179.742,0,0,2339.5,2453,1309.8,20,1143.2,830,22.52,25.61,2.45,0.64,0,2,2,14.66
165725.9,167052.5,171668.3,5.66,0.8,71557.971,74.26812,390.54694,249.36716,171.89385,2384.49,918.83,79874.816,219,692.861,252.412,34195,23576.3,2104.641,0,0,2335,2335,916.7,20,1418.3,398,21.55,24.2,1.86,0.79,0,0,0,19.61
164891.9,166555.7,171668.3,16.76,1.33,69947.057,291.45074,403.32593,259.73592,185.51216,7490.74,946.65,78683.627,211.6,694.599,388.753,34195,22927.1,2074.534,0,0,2330.5,2330.5,868.9,20,1461.6,398,20.6,23.39,2.01,0.78,0,1,1,39.78
164485.9,166345,171668.3,5.9,0.37,69585.667,900.57675,415.7809,264.93302,194.84786,2710.51,862.86,76795.037,199.6,738.621,468.054,34413,22394.6,2032.946,0,0,2324.5,2443,1179.4,20,1263.6,830,19.93,23.15,2.47,0.75,0,4,4,20.16
164526.8,166592.9,171668.3,13.42,2.3,69784.707,957.1012,421.1636,273.34011,191.82348,6202.46,4171.5,75731.699,189.7,738.628,489.652,34367,21925.5,1996.459,0,0,2321.5,2441,1271.5,20,1169.5,830,18.95,21.45,1.86,0.64,0,4,4,33.51
164353.9,166413.4,171668.3,17.11,0.91,69720.46,1325.96726,404.1462,268.18515,179.96104,7685.24,1278.72,74773.205,188.6,738.956,527.419,34118,21669.2,1990.076,0,0,2318.5,2439,1136.7,20,1302.3,830,18.63,21.4,2.19,0.58,0,4,4,19.6
164662.9,166720.7,171668.3,8.57,3.83,69375.171,166.89038,411.96845,270.61041,184.35802,3915.94,4970.38,75362.357,195.2,718.356,598.585,34367,21913.8,2001.951,0,0,2317,2438,1124.2,20,1313.8,830,18.47,21.04,2.01,0.56,0,3,3,18.77
165612.9,167662.5,171668.3,227.91,4,68679.769,212.69734,413.16643,267.28243,188.88344,103100.91,5062.57,76835.146,207.2,726.905,675.235,33205,22794.9,2088.222,0,0,2317,2438,1392.1,20,1045.9,830,19.19,21.51,1.84,0.48,0,3,3,15.54
166173.6,167768.4,171668.3,18.94,4.35,68505.09,53.13238,401.86848,202.19477,241.67368,8440.92,4479.64,79464.015,228.7,703.82,587.819,33808,24203.6,2181.229,0,0,2317,2438,1150,20,1288,830,20.97,24.04,2.58,0.49,0,2,2,14.44
165383.7,166457.7,171668.3,21.64,2.33,67503.962,575.31407,405.12396,207.95505,239.16889,9676.03,3794.87,81516.395,259.7,720.343,332.092,33808,25510.2,2285.681,0,0,2320,2440,1203.7,20,1236.3,830,25.92,29.97,3.38,0.67,0,7,7,23.39
165667.6,166714.5,171668.3,15.74,2.78,65312.874,2521.68744,549.28992,209.46967,386.54176,9472.62,4817.83,83758.061,278.4,693.25,56.262,33999,26926.1,2405.694,0.02,0.02,2324.5,2324.5,1030,20,1294.5,398,35.48,38.73,2.48,0.77,0,5,5,26.72
167885.7,169835.3,171668.3,13.79,0.49,62993.961,99.96149,603.56963,252.03641,399.10139,8986.19,958.22,86186.164,282.4,701.495,-0.174,33937,27608.3,2479.847,0,0,2330.5,2330.5,1062.5,20,1268,398,35.35,38.39,2.52,0.52,0,0,0,26.33
167874.6,169802.2,171668.3,5.39,2.5,60989.316,374.57033,599.86165,254.95411,392.6072,3525.87,4720.04,84078.909,262.9,661.367,-1.559,33990,26829.5,2404.506,0,0,2335,2335,931.2,20,1403.8,398,28.93,31.16,1.82,0.41,0,0,0,17.77
167762.8,169669.4,171668.3,4.05,0,60194.281,283.28123,422.33133,255.97935,206.35197,1872.09,0,80848.087,231.8,665.01,-1.553,33937,25503.3,2323.073,0,0,2336.5,2451,1291.7,25,1159.3,830,25.2,27.35,1.76,0.39,0,0,0,18.56
167723.5,169655.1,171668.3,5.51,0,60110.764,348.01096,412.89544,252.18119,200.71424,2494.84,0,77484.091,213.3,734.964,-1.546,32717,24186.3,2161.258,0,0,2335,2335,697.8,25,1637.2,398,22.39,23.48,0.74,0.35,0,0,0,21.05
159992.1,163168.5,171668.3,7.2,0,60902.484,110.54417,383.87305,233.39132,183.48171,3003.34,0,74653.234,209.6,814.091,-1.661,33334,23367.1,2035.271,0,0,2333.5,2333.5,1273,78,1060.5,401,22.42,20.4,-2.32,0.3,0,0,0,18.3
159679.8,162926.1,171668.3,6.69,1.86,61991.555,219.67825,444.27638,204.19394,240.08242,2966.2,2030.55,73423.774,202.3,836.682,-2.524,33334,22938.2,1995.949,0,0,2335,2335,793.1,78,1541.9,401,21.77,19.65,-2.29,0.17,0,0,0,18.15
159221.6,162567,171668.3,13.3,0,64030.563,905.54118,404.51957,230.48176,205.03778,5823.58,0,73401.801,201.6,868.447,-1.528,33602,22870.2,1969.224,0,0,2338,2338,897.9,78,1440.1,401,21.12,18.9,-2.31,0.09,0,0,0,18.19
159356.2,162681,171668.3,22.13,0.61,66753.708,512.60895,570.69383,226.46151,389.2323,13624.5,971.58,73804.157,206.3,910.368,-1.476,33509,23122.3,1973.722,0,0,2341,2341,968.5,78,1372.5,401,21.75,19.53,-2.27,0.05,0,0,0,16.73
159361,162137.7,171668.3,24.71,2.76,70018.307,3947.5949,565.29003,283.8678,325.61329,14995.24,5241.23,75899.984,213.6,853.656,-1.378,33462,24020.4,2046.235,0,0,2341,2341,808.8,4,1532.2,401,23.37,21.56,-1.92,0.11,0,0,0,17.76
160957.3,162679.5,171668.3,15.67,0.29,72843.111,5425.81342,610.67422,302.8539,331.85137,9994.6,745.93,80459.612,237.5,804.653,-1.411,33509,26091.9,2260.474,0,0,2342.5,2458,1208.9,12,1249.1,833,26.85,25.61,-1.34,0.1,0,0,0,25.39
162866.3,163925.1,171668.3,23.17,0.44,75028.655,7585.05067,627.52536,313.1579,346.92346,15306.94,875.45,86492.339,249.5,753.533,-2.425,33509,29174.9,2551.132,0,0,2344,2344,933.5,0,1410.5,398,35.49,34.28,-1.42,0.21,0,0,0,24.69
162958.3,163992.6,171668.3,25.07,0.63,75907.891,1103.36024,597.30006,304.92965,318.05413,15663.07,1328.41,92215.212,256.3,686.568,-1.478,32260,30700.6,2692.503,6.45,6.45,2344,2344,1088,0,1256,398,37.91,33.16,-4.9,0.15,0,0,0,32.39
163442.8,164545.7,171668.3,7.96,0.55,74422.86,2122.99835,604.25222,303.81614,326.86749,5020.7,1110.27,91867.192,250.1,586.421,20.361,32898,29759.3,2662.145,0,0,2344,2344,943.6,0,1400.4,398,37.53,34.77,-2.77,0.01,0,0,0,25.52
163141.8,164252.4,171668.3,20.36,0.79,73664.562,24.82711,575.82731,268.55421,339.27307,12359.53,1235.54,90205.971,232.7,617.279,116.554,32898,28334.8,2596.464,0,0,2341,2341,988.4,0,1352.6,398,36.27,35.05,-1.12,-0.1,0,0,0,24.68
162096.4,163755.4,171668.3,6.13,0.09,73034.749,17.38956,402.88422,272.16946,172.71474,2725.63,103.79,89226.913,222.6,619.523,254.184,33184,27138.7,2534.206,0,0,2338,2338,917.3,0,1420.7,398,38.6,36.7,-1.74,-0.16,0,0,0,26.37
161469.5,163475.5,171668.3,1.91,1.36,72691.481,1.81745,382.57934,253.35267,168.88412,816.04,1127.66,88303.979,216,643.037,264.57,33122,26519.6,2591.21,0,0,2335,2335,865.7,6,1469.3,398,36.29,35.21,-1.05,-0.03,0,9,9,27.98
161589.7,163849.3,171668.3,23.56,0.72,72968.834,323.02084,415.09499,268.71683,194.00339,10901.83,1244.32,87695.107,223.8,637.97,242.996,33016,26512.3,2622.433,0,0,2333.5,2449,1127.7,6,1321.3,830,36.22,35.65,-0.59,0.02,0,0,0,26.52
161728.7,164196.8,171668.3,4.12,0.75,73843.927,62.53442,387.01506,257.75169,170.26336,1764.78,524.57,87809.625,233.5,598.501,263.801,33122,27264.1,2670.403,0,0,2330.5,2447,1127.3,6,1319.7,830,34.9,32.51,-2.46,0.07,0,0,0,25.26
162105.7,164526.2,171668.3,12.98,0.06,75134.246,408.81769,405.09479,268.02782,182.06695,5830.1,67.86,87595.699,234.8,574.628,270.163,33122,27898.2,2579.202,0,0,2329,2449,1223.7,6,1225.3,833,32.44,30.87,-1.66,0.09,0,6,6,20.47
162614.5,164709.3,171668.3,37.15,0.29,75792.542,33.13921,410.1325,271.63791,185.49458,16977.07,467.73,87242.191,231.9,521.507,306.656,31864,28137,2544.485,0,0,2327.5,2448,1203.3,0,1244.7,833,30.35,27.81,-2.74,0.2,0,2,2,19.69
163446.2,165435.3,171668.3,18.65,0.85,75566.896,413.69533,410.09719,269.8761,187.22108,8543.2,1254.65,87805.681,233.9,579.76,298.139,32509,28616.5,2572.378,0,0,2327.5,2448,1291.8,0,1156.2,833,29.58,27.85,-2.02,0.29,0,7,7,19.88
163695.4,165626.7,171668.3,31.17,0.04,74644.697,1945.53785,407.92317,271.17886,183.30802,14232.25,73.74,89138.59,251.7,524.956,197.787,32509,29358.2,2605.135,0,0,2329,2449,1294.6,0,1154.4,833,32.41,31.02,-1.7,0.31,0,11,11,20.71
162963.2,164490.2,171668.3,38.74,1.07,72371.708,1141.40765,389.43367,280.28927,150.14438,16818.48,909.64,89996.859,271.1,389.024,107.809,32801,29543.4,2555.465,0,0,2332,2448,1162.4,0,1285.6,830,33,31.75,-1.63,0.38,0,4,4,26.52
162681.3,163773.6,171668.3,10.15,0.35,69477.914,653.50577,588.05699,295.2352,339.82177,6453.16,610.54,90995.958,273.2,414.26,10.092,32724,30046.1,2562.813,0.11,0.11,2333.5,2333.5,822,0,1511.5,293,44.76,44.1,-1.27,0.61,0,6,6,25.36
166988.3,168853.3,171668.3,19.76,3.1,67048.005,673.01147,586.11486,295.21634,338.69593,12426.33,5563.95,92087.1,273.5,451.748,-1.331,32600,29935.4,2602.603,0.11,0.11,2335,2335,761.6,0,1573.4,293,40.51,41.17,0.01,0.65,0,0,0,26.33
167362,169236,171668.3,10.98,0.06,64923.199,606.39366,606.00786,256.66734,397.3405,7175.66,110.34,88914.345,268.1,427.274,-1.459,32724,28766.8,2495.941,0,0,2338,2347,1131.7,0,1215.3,725,33.78,33.18,-0.91,0.31,0,0,0,20.65
167888.8,169712.6,171668.3,10.37,4.22,64338.257,811.06873,391.94362,245.51518,190.31325,4595.92,4567.37,84588.685,241.7,355.655,-1.406,32724,27075.5,2360.813,0,0,2339.5,2453,1381.1,4,1071.9,830,30.04,27.58,-2.7,0.24,0,0,0,17.89
