total_gen,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw
0.0,0.11711791,0.0,0.08544373,0.12602939,0.15893403,0.0,0.14065789,0.0,0.073764645,0.14731693,0.0,0.0,0.0,0.087447934,0.0,0.0,0.0,0.0,0.0,0.09789454,0.047639705,0.0,0.04747326,0.0,0.0,0.0,0.1264218,0.0,0.069900334,0.05816922,0.0,0.14028934,0.0,0.0498882,0.06740824,0.0,0.0,0.0,0.0,0.11372849,0.0
0.0,0.116032794,0.0,0.08733825,0.127758,0.15748014,0.0,0.14384708,0.0,0.07447149,0.14701717,0.0,0.0,0.0,0.08716934,0.0,0.0,0.0,0.0,0.0,0.09795933,0.048465032,0.0,0.0467415,0.0,0.0,0.0,0.124187246,0.0,0.06915327,0.056984287,0.0,0.13597497,0.0,0.049322993,0.06991494,0.0,0.0,0.0,0.0,0.111705266,0.0
0.0,0.11494335,0.0,0.086537905,0.12660992,0.15459868,0.0,0.13985828,0.0,0.07387281,0.14086518,0.0,0.0,0.0,0.08733414,0.0,0.0,0.0,0.0,0.0,0.09837034,0.04844389,0.0,0.043832317,0.0,0.0,0.0,0.12916635,0.0,0.06925074,0.058333706,0.0,0.13582593,0.0,0.048055477,0.0669386,0.0,0.0,0.0,0.0,0.11578705,0.0
0.0,0.116477214,0.0,0.08945312,0.12406206,0.15704578,0.0,0.14416155,0.0,0.07374799,0.14668304,0.0,0.0,0.0,0.082534954,0.0,0.0,0.0,0.0,0.0,0.09655913,0.048508827,0.0,0.04814949,0.0,0.0,0.0,0.12646593,0.0,0.070074834,0.059354644,0.0,0.13894176,0.0,0.052709196,0.06577555,0.0,0.0,0.0,0.0,0.11459645,0.0
0.0,0.1158635,0.0,0.08474534,0.1274435,0.15731066,0.0,0.13877106,0.0,0.07335586,0.14561132,0.0,0.0,0.0,0.08758098,0.0,0.0,0.0,0.0,0.0,0.09855086,0.0480183,0.0,0.04495221,0.0,0.0,0.0,0.12525879,0.0,0.06862322,0.05920648,0.0,0.137134,0.0,0.04834815,0.06629232,0.0,0.0,0.0,0.0,0.113492705,0.0
0.0,0.11645478,0.0,0.086710766,0.12539223,0.15790555,0.0,0.13872169,0.0,0.07327959,0.14377585,0.0,0.0,0.0,0.085834906,0.0,0.0,0.0,0.0,0.0,0.09778374,0.047579937,0.0,0.04396327,0.0,0.0,0.0,0.12527715,0.0,0.068863526,0.059880935,0.0,0.1381848,0.0,0.049087,0.06593761,0.0,0.0,0.0,0.0,0.113444634,0.0
0.0,0.11620829,0.0,0.087126,0.12820475,0.15756708,0.0,0.1374866,0.0,0.075141996,0.14252247,0.0,0.0,0.0,0.08652999,0.0,0.0,0.0,0.0,0.0,0.0962555,0.04805556,0.0,0.04385108,0.0,0.0,0.0,0.1265283,0.0,0.06986194,0.057589654,0.0,0.13747479,0.0,0.04998643,0.06596285,0.0,0.0,0.0,0.0,0.113191254,0.0
0.0,0.1161984,0.0,0.08377421,0.12394245,0.15797482,0.0,0.13787681,0.0,0.07385657,0.14375408,0.0,0.0,0.0,0.08506406,0.0,0.0,0.0,0.0,0.0,0.09747067,0.047577776,0.0,0.04562191,0.0,0.0,0.0,0.1258918,0.0,0.0703468,0.058642566,0.0,0.13513987,0.0,0.05046689,0.07159795,0.0,0.0,0.0,0.0,0.11219499,0.0
0.0,0.11384718,0.0,0.08432159,0.12675828,0.15864353,0.0,0.13971004,0.0,0.07091816,0.14185886,0.0,0.0,0.0,0.08621774,0.0,0.0,0.0,0.0,0.0,0.096736655,0.045970935,0.0,0.044730857,0.0,0.0,0.0,0.12376171,0.0,0.07002661,0.059089553,0.0,0.13711056,0.0,0.047998924,0.067919955,0.0,0.0,0.0,0.0,0.11310904,0.0
0.0,0.11664527,0.0,0.0861683,0.12684028,0.15669586,0.0,0.1390802,0.0,0.07156791,0.14255765,0.0,0.0,0.0,0.08548786,0.0,0.0,0.0,0.0,0.0,0.098880455,0.048459515,0.0,0.044852037,0.0,0.0,0.0,0.12334402,0.0,0.06861627,0.058732074,0.0,0.13462451,0.0,0.04738706,0.068287,0.0,0.0,0.0,0.0,0.11074526,0.0
0.0,0.11524267,0.0,0.08306457,0.12798773,0.15506387,0.0,0.13991684,0.0,0.07069065,0.1419814,0.0,0.0,0.0,0.08322808,0.0,0.0,0.0,0.0,0.0,0.097859524,0.049812716,0.0,0.047503117,0.0,0.0,0.0,0.124588154,0.0,0.06919682,0.058203682,0.0,0.1355217,0.0,0.049696896,0.06909655,0.0,0.0,0.0,0.0,0.11441862,0.0
0.0,0.11412551,0.0,0.0826565,0.12845792,0.15407582,0.0,0.14115104,0.0,0.07147813,0.14115676,0.0,0.0,0.0,0.088023394,0.0,0.0,0.0,0.0,0.0,0.09869363,0.05090803,0.0,0.044538442,0.0,0.0,0.0,0.12334927,0.0,0.06866746,0.058034383,0.0,0.13513102,0.0,0.050029166,0.0676142,0.0,0.0,0.0,0.0,0.114400014,0.0
0.0,0.11488093,0.0,0.086505614,0.124637,0.1562777,0.0,0.13969733,0.0,0.06958486,0.14492837,0.0,0.0,0.0,0.08430503,0.0,0.0,0.0,0.0,0.0,0.09715237,0.048342012,0.0,0.04706659,0.0,0.0,0.0,0.1227855,0.0,0.07042255,0.058891866,0.0,0.13532262,0.0,0.04912398,0.06707158,0.0,0.0,0.0,0.0,0.110580646,0.0
0.0,0.11471346,0.0,0.08428925,0.12496086,0.1554175,0.0,0.14085816,0.0,0.07101515,0.14308281,0.0,0.0,0.0,0.08485276,0.0,0.0,0.0,0.0,0.0,0.097798064,0.045765445,0.0,0.042063735,0.0,0.0,0.0,0.12094541,0.0,0.070443094,0.055987373,0.0,0.13685025,0.0,0.04892287,0.06381,0.0,0.0,0.0,0.0,0.11340288,0.0
0.0,0.113634944,0.0,0.0855185,0.12621003,0.15600617,0.0,0.1414954,0.0,0.06967085,0.1447621,0.0,0.0,0.0,0.08362691,0.0,0.0,0.0,0.0,0.0,0.098003305,0.049021345,0.0,0.046217296,0.0,0.0,0.0,0.1226113,0.0,0.07155368,0.057684153,0.0,0.13681379,0.0,0.050012555,0.067770235,0.0,0.0,0.0,0.0,0.111619376,0.0
0.0,0.11218004,0.0,0.08264956,0.12368666,0.15637915,0.0,0.14090599,0.0,0.06876814,0.14648977,0.0,0.0,0.0,0.08484674,0.0,0.0,0.0,0.0,0.0,0.099055685,0.046848062,0.0,0.04657369,0.0,0.0,0.0,0.122173674,0.0,0.07182246,0.056862947,0.0,0.1371405,0.0,0.04755944,0.07026418,0.0,0.0,0.0,0.0,0.11181347,0.0
0.0,0.113790296,0.0,0.083646305,0.1263822,0.15423939,0.0,0.13624674,0.0,0.06774664,0.14761874,0.0,0.0,0.0,0.08359828,0.0,0.0,0.0,0.0,0.0,0.09820354,0.047667168,0.0,0.0452142,0.0,0.0,0.0,0.12339276,0.0,0.067279845,0.058245175,0.0,0.13494721,0.0,0.047656037,0.066275924,0.0,0.0,0.0,0.0,0.112516105,0.0
0.0,0.113661855,0.0,0.08361393,0.12742163,0.15472136,0.0,0.1424734,0.0,0.068304524,0.14395629,0.0,0.0,0.0,0.08169023,0.0,0.0,0.0,0.0,0.0,0.09885308,0.04684993,0.0,0.04589433,0.0,0.0,0.0,0.123093024,0.0,0.06814235,0.056673422,0.0,0.1356192,0.0,0.049240068,0.06427719,0.0,0.0,0.0,0.0,0.11272907,0.0
0.0,0.11469302,0.0,0.08633187,0.12284249,0.15528858,0.0,0.14149025,0.0,0.07048367,0.1407513,0.0,0.0,0.0,0.08480373,0.0,0.0,0.0,0.0,0.0,0.09818882,0.044977136,0.0,0.04523428,0.0,0.0,0.0,0.12344901,0.0,0.06818438,0.058990885,0.0,0.13479589,0.0,0.050836075,0.06508747,0.0,0.0,0.0,0.0,0.114613354,0.0
0.0,0.113035634,0.0,0.08082656,0.12532693,0.1540576,0.0,0.13674895,0.0,0.067727275,0.14667444,0.0,0.0,0.0,0.085273206,0.0,0.0,0.0,0.0,0.0,0.097676255,0.047440704,0.0,0.04216004,0.0,0.0,0.0,0.1216402,0.0,0.06820833,0.056187145,0.0,0.13356686,0.0,0.048405904,0.066577226,0.0,0.0,0.0,0.0,0.11249821,0.0
0.0,0.11272835,0.0,0.0810853,0.12745492,0.15535915,0.0,0.13929342,0.0,0.069643214,0.14172052,0.0,0.0,0.0,0.08545679,0.0,0.0,0.0,0.0,0.0,0.096406095,0.04833927,0.0,0.044595264,0.0,0.0,0.0,0.12096535,0.0,0.070019245,0.059452698,0.0,0.1356849,0.0,0.047903437,0.065267704,0.0,0.0,0.0,0.0,0.11293227,0.0
0.0,0.11186889,0.0,0.082537666,0.12781629,0.1545273,0.0,0.13830772,0.0,0.06927435,0.13935028,0.0,0.0,0.0,0.08712033,0.0,0.0,0.0,0.0,0.0,0.09829197,0.046928506,0.0,0.045097798,0.0,0.0,0.0,0.124270014,0.0,0.06920854,0.05687926,0.0,0.13519378,0.0,0.0516973,0.066414736,0.0,0.0,0.0,0.0,0.109038,0.0
0.0,0.111542046,0.0,0.08228803,0.12645596,0.15398975,0.0,0.1401231,0.0,0.070327036,0.1425073,0.0,0.0,0.0,0.08416132,0.0,0.0,0.0,0.0,0.0,0.09743357,0.0444776,0.0,0.047610935,0.0,0.0,0.0,0.123616666,0.0,0.06807884,0.05537034,0.0,0.13538747,0.0,0.049167983,0.065251164,0.0,0.0,0.0,0.0,0.111036435,0.0
0.0,0.11036504,0.0,0.082808994,0.1285163,0.15266731,0.0,0.141207,0.0,0.06998612,0.14110728,0.0,0.0,0.0,0.087317705,0.0,0.0,0.0,0.0,0.0,0.09696488,0.047441263,0.0,0.043175023,0.0,0.0,0.0,0.12164295,0.0,0.067988165,0.054984625,0.0,0.13713299,0.0,0.047774114,0.06530666,0.0,0.0,0.0,0.0,0.11075386,0.0
0.0,0.11219563,0.0,0.084326915,0.12532666,0.15190274,0.0,0.13677424,0.0,0.07074552,0.13943546,0.0,0.0,0.0,0.081697635,0.0,0.0,0.0,0.0,0.0,0.097726375,0.046924848,0.0,0.045988377,0.0,0.0,0.0,0.11961931,0.0,0.06966928,0.056174364,0.0,0.13437685,0.0,0.049878616,0.06798902,0.0,0.0,0.0,0.0,0.117145814,0.0
0.0,0.111814365,0.0,0.08141972,0.12547266,0.15454502,0.0,0.13697375,0.0,0.06988361,0.14123186,0.0,0.0,0.0,0.08417506,0.0,0.0,0.0,0.0,0.0,0.09717035,0.045155827,0.0,0.04586032,0.0,0.0,0.0,0.12288399,0.0,0.06721978,0.05619456,0.0,0.13544099,0.0,0.050898552,0.065772116,0.0,0.0,0.0,0.0,0.114795916,0.0
0.0,0.111886755,0.0,0.08392898,0.12771721,0.1530279,0.0,0.13625044,0.0,0.069777444,0.14173049,0.0,0.0,0.0,0.082152635,0.0,0.0,0.0,0.0,0.0,0.098800205,0.045485582,0.0,0.045744993,0.0,0.0,0.0,0.120883055,0.0,0.06764065,0.057102144,0.0,0.13630775,0.0,0.053840455,0.067523606,0.0,0.0,0.0,0.0,0.115528114,0.0
0.0,0.11024764,0.0,0.08451957,0.1243459,0.15667559,0.0,0.13557209,0.0,0.06786969,0.14420883,0.0,0.0,0.0,0.08873146,0.0,0.0,0.0,0.0,0.0,0.09731589,0.04769233,0.0,0.047628388,0.0,0.0,0.0,0.12104908,0.0,0.069701605,0.055718828,0.0,0.13580118,0.0,0.05081823,0.06657687,0.0,0.0,0.0,0.0,0.11731997,0.0
0.0,0.111293025,0.0,0.08248788,0.12375758,0.15722528,0.0,0.13483332,0.0,0.07038318,0.1470483,0.0,0.0,0.0,0.085567124,0.0,0.0,0.0,0.0,0.0,0.09647585,0.046972606,0.0,0.04455765,0.0,0.0,0.0,0.11741055,0.0,0.06899007,0.05530859,0.0,0.13512413,0.0,0.052401576,0.06684812,0.0,0.0,0.0,0.0,0.112697355,0.0
0.0,0.11186166,0.0,0.08417611,0.12070429,0.1543852,0.0,0.14137773,0.0,0.070733674,0.14151515,0.0,0.0,0.0,0.088108145,0.0,0.0,0.0,0.0,0.0,0.09643758,0.047278658,0.0,0.044419896,0.0,0.0,0.0,0.12010727,0.0,0.06816901,0.057094004,0.0,0.13377026,0.0,0.048735607,0.06651783,0.0,0.0,0.0,0.0,0.11428635,0.0
0.0,0.110554814,0.0,0.08210505,0.12422667,0.154466,0.0,0.136843,0.0,0.0699419,0.1428224,0.0,0.0,0.0,0.08522834,0.0,0.0,0.0,0.0,0.0,0.09645341,0.04542386,0.0,0.044043846,0.0,0.0,0.0,0.120840326,0.0,0.06894003,0.05482103,0.0,0.13267285,0.0,0.05116048,0.067433864,0.0,0.0,0.0,0.0,0.11293086,0.0
0.0,0.109774,0.0,0.08275675,0.1228428,0.1531391,0.0,0.13576783,0.0,0.071095705,0.14150637,0.0,0.0,0.0,0.085158676,0.0,0.0,0.0,0.0,0.0,0.09565239,0.04547343,0.0,0.04461815,0.0,0.0,0.0,0.120031044,0.0,0.068018995,0.054733187,0.0,0.13464125,0.0,0.049019746,0.06546987,0.0,0.0,0.0,0.0,0.11418845,0.0
0.0,0.11098554,0.0,0.07972728,0.12583095,0.15325859,0.0,0.13864236,0.0,0.06962167,0.13951474,0.0,0.0,0.0,0.081896976,0.0,0.0,0.0,0.0,0.0,0.0983513,0.046256904,0.0,0.045111913,0.0,0.0,0.0,0.120314755,0.0,0.068674244,0.05476374,0.0,0.13192834,0.0,0.047955334,0.06444025,0.0,0.0,0.0,0.0,0.111811824,0.0
0.0,0.11042897,0.0,0.080929376,0.122031294,0.15347151,0.0,0.14089409,0.0,0.06959926,0.1403264,0.0,0.0,0.0,0.084511735,0.0,0.0,0.0,0.0,0.0,0.09550868,0.045623068,0.0,0.0453393,0.0,0.0,0.0,0.118818216,0.0,0.06897172,0.05507617,0.0,0.13254651,0.0,0.04830121,0.065408416,0.0,0.0,0.0,0.0,0.11596622,0.0
