目标,中文名,达标水平,预算n,先达标的方法,方法,测试R2,全量R2,候选数,选中字段,初筛
congestion_price_rt,实时阻塞价,97%,12,XGBoost,LassoNet,0.6169625981602584,0.6538016664318546,48,system_energy_price_rt|gen_fuel_multiple_fuels_pct|da_as_mcp_synchronized_reserve|gen_fuel_wind_pct|gen_fuel_gas_pct|total_pjm_loc_credit|marginal_loss_price_rt|gen_fuel_coal_pct|gross_inadv_interchange_mw|gen_fuel_multiple_fuels_mw|gen_fuel_other_renewables_mw|gen_fuel_nuclear_mw,未初筛
congestion_price_rt,实时阻塞价,97%,12,XGBoost,XGBoost,0.6526530522089411,0.6538016664318546,48,system_energy_price_rt|marginal_loss_price_rt|da_as_as_req_mw_primary_reserve|gen_fuel_solar_pct|gen_fuel_gas_pct|gen_fuel_coal_pct|gen_fuel_solar_mw|gen_fuel_multiple_fuels_pct|rmccp|da_as_mcp_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw,未初筛
congestion_price_rt,实时阻塞价,97%,12,XGBoost,Lasso,0.488816711631824,0.6538016664318546,48,system_energy_price_rt|wind_generation_mw|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_self_sched_reg|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve,未初筛
congestion_price_rt,实时阻塞价,97%,12,XGBoost,Pearson,0.5415770588397995,0.6538016664318546,48,system_energy_price_rt|marginal_loss_price_rt|system_energy_price_da|gen_fuel_oil_pct|gen_fuel_oil_mw|rmccp|gen_fuel_multiple_fuels_mw|total_pjm_rmccp_cr|prelim_load_avg_hourly|total_pjm_rt_load_mwh|forecast_load_mw_latest_available|gen_fuel_nuclear_pct,未初筛
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,DGatingDNN,0.8554016917255831,0.8881843796891106,49,system_energy_price_da|gen_fuel_other_renewables_mw|forecast_load_mw_latest_available|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct,未初筛
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,STG,0.728908785390179,0.8881843796891106,49,wind_generation_mw|gross_sched_interchange_mw|forecast_load_mw_latest_available|da_as_mcp_synchronized_reserve|gen_fuel_oil_pct,未初筛
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,LassoNet,0.8016705551475687,0.8881843796891106,49,system_energy_price_da|marginal_loss_price_rt|gen_fuel_nuclear_mw|gen_fuel_wind_mw|gross_sched_interchange_mw,未初筛
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,XGBoost,0.8269787462797387,0.8881843796891106,49,system_energy_price_da|forecast_load_mw_latest_available|prelim_load_avg_hourly|gen_fuel_nuclear_mw|da_as_as_req_mw_primary_reserve,未初筛
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,Lasso,0.8027998766598028,0.8881843796891106,49,system_energy_price_da|marginal_loss_price_rt|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_multiple_fuels_pct,未初筛
marginal_loss_price_da,日前边际损耗价,95%,5,DGatingDNN,Pearson,0.7358218945907407,0.8881843796891106,49,system_energy_price_da|gen_fuel_oil_mw|gen_fuel_oil_pct|marginal_loss_price_rt|total_lmp_rt,未初筛
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,DGatingDNN,0.8763349738268583,0.8881843796891106,49,system_energy_price_da|gen_fuel_other_renewables_mw|forecast_load_mw_latest_available|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|da_as_as_req_mw_thirty_minutes_reserve,未初筛
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,STG,0.7834966078793835,0.8881843796891106,49,wind_generation_mw|gross_sched_interchange_mw|forecast_load_mw_latest_available|da_as_mcp_synchronized_reserve|gen_fuel_oil_pct|gen_fuel_multiple_fuels_pct,未初筛
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,LassoNet,0.840636487254033,0.8881843796891106,49,system_energy_price_da|marginal_loss_price_rt|gen_fuel_nuclear_mw|gen_fuel_wind_mw|gross_sched_interchange_mw|gen_fuel_multiple_fuels_pct,未初筛
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,XGBoost,0.8445198336578643,0.8881843796891106,49,system_energy_price_da|forecast_load_mw_latest_available|prelim_load_avg_hourly|gen_fuel_nuclear_mw|da_as_as_req_mw_primary_reserve|da_as_as_mw_thirty_minutes_reserve,未初筛
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,Lasso,0.8343348094901731,0.8881843796891106,49,system_energy_price_da|marginal_loss_price_rt|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_multiple_fuels_pct|gross_sched_interchange_mw,未初筛
marginal_loss_price_da,日前边际损耗价,97%,6,DGatingDNN,Pearson,0.7481159942514035,0.8881843796891106,49,system_energy_price_da|gen_fuel_oil_mw|gen_fuel_oil_pct|marginal_loss_price_rt|total_lmp_rt|system_energy_price_rt,未初筛
total_lmp_da,日前总电价,95%,1,DGatingDNN,DGatingDNN,0.9865040577460306,0.9946807943539098,49,system_energy_price_da,未初筛
total_lmp_da,日前总电价,95%,1,DGatingDNN,STG,0.9865040577460306,0.9946807943539098,49,system_energy_price_da,未初筛
total_lmp_da,日前总电价,95%,1,DGatingDNN,LassoNet,0.9865040577460306,0.9946807943539098,49,system_energy_price_da,未初筛
total_lmp_da,日前总电价,95%,1,DGatingDNN,XGBoost,0.9865040577460306,0.9946807943539098,49,system_energy_price_da,未初筛
total_lmp_da,日前总电价,95%,1,DGatingDNN,Lasso,0.9865040577460306,0.9946807943539098,49,system_energy_price_da,未初筛
total_lmp_da,日前总电价,95%,1,DGatingDNN,Pearson,0.9865040577460306,0.9946807943539098,49,system_energy_price_da,未初筛
total_lmp_da,日前总电价,97%,1,DGatingDNN,DGatingDNN,0.9865040577460306,0.9946807943539098,49,system_energy_price_da,未初筛
total_lmp_da,日前总电价,97%,1,DGatingDNN,STG,0.9865040577460306,0.9946807943539098,49,system_energy_price_da,未初筛
total_lmp_da,日前总电价,97%,1,DGatingDNN,LassoNet,0.9865040577460306,0.9946807943539098,49,system_energy_price_da,未初筛
total_lmp_da,日前总电价,97%,1,DGatingDNN,XGBoost,0.9865040577460306,0.9946807943539098,49,system_energy_price_da,未初筛
total_lmp_da,日前总电价,97%,1,DGatingDNN,Lasso,0.9865040577460306,0.9946807943539098,49,system_energy_price_da,未初筛
total_lmp_da,日前总电价,97%,1,DGatingDNN,Pearson,0.9865040577460306,0.9946807943539098,49,system_energy_price_da,未初筛
da_as_total_mw_primary_reserve,日前主用备用总量,95%,4,DGatingDNN,DGatingDNN,0.873644439607837,0.8588289163840803,47,da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_synchronized_reserve|gen_fuel_nuclear_mw,未初筛
da_as_total_mw_primary_reserve,日前主用备用总量,95%,4,DGatingDNN,STG,0.6568942730122064,0.8588289163840803,47,da_as_as_req_mw_synchronized_reserve|total_pjm_self_sched_reg|gen_fuel_hydro_mw|da_as_as_mw_thirty_minutes_reserve,未初筛
da_as_total_mw_primary_reserve,日前主用备用总量,95%,4,DGatingDNN,LassoNet,0.6149772714002608,0.8588289163840803,47,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_thirty_minutes_reserve,未初筛
da_as_total_mw_primary_reserve,日前主用备用总量,95%,4,DGatingDNN,XGBoost,0.7487164666754267,0.8588289163840803,47,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_mcp_primary_reserve|da_as_as_mw_synchronized_reserve,未初筛
da_as_total_mw_primary_reserve,日前主用备用总量,95%,4,DGatingDNN,Lasso,0.8160681369575074,0.8588289163840803,47,da_as_as_req_mw_primary_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve,未初筛
da_as_total_mw_primary_reserve,日前主用备用总量,95%,4,DGatingDNN,Pearson,0.6144435856162302,0.8588289163840803,47,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve,未初筛
da_as_total_mw_primary_reserve,日前主用备用总量,97%,4,DGatingDNN,DGatingDNN,0.873644439607837,0.8588289163840803,47,da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_synchronized_reserve|gen_fuel_nuclear_mw,未初筛
da_as_total_mw_primary_reserve,日前主用备用总量,97%,4,DGatingDNN,STG,0.6568942730122064,0.8588289163840803,47,da_as_as_req_mw_synchronized_reserve|total_pjm_self_sched_reg|gen_fuel_hydro_mw|da_as_as_mw_thirty_minutes_reserve,未初筛
da_as_total_mw_primary_reserve,日前主用备用总量,97%,4,DGatingDNN,LassoNet,0.6149772714002608,0.8588289163840803,47,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_thirty_minutes_reserve,未初筛
da_as_total_mw_primary_reserve,日前主用备用总量,97%,4,DGatingDNN,XGBoost,0.7487164666754267,0.8588289163840803,47,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_mcp_primary_reserve|da_as_as_mw_synchronized_reserve,未初筛
da_as_total_mw_primary_reserve,日前主用备用总量,97%,4,DGatingDNN,Lasso,0.8160681369575074,0.8588289163840803,47,da_as_as_req_mw_primary_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve,未初筛
da_as_total_mw_primary_reserve,日前主用备用总量,97%,4,DGatingDNN,Pearson,0.6144435856162302,0.8588289163840803,47,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve,未初筛
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,95%,8,DGatingDNN,DGatingDNN,0.8680625430789113,0.8949160072394289,48,gen_fuel_nuclear_mw|system_energy_price_da|gen_fuel_coal_pct|gen_fuel_nuclear_pct|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|gen_fuel_other_renewables_mw|gen_fuel_oil_pct,未初筛
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,95%,8,DGatingDNN,STG,0.8272459437891558,0.8949160072394289,48,gen_fuel_gas_pct|da_as_as_mw_synchronized_reserve|da_as_ss_mw_primary_reserve|gen_fuel_multiple_fuels_pct|total_pjm_assigned_reg|gen_fuel_coal_pct|system_energy_price_da|da_as_as_mw_primary_reserve,未初筛
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,95%,8,DGatingDNN,LassoNet,0.8179153872717313,0.8949160072394289,48,gen_fuel_nuclear_mw|system_energy_price_da|da_as_as_mw_primary_reserve|gen_fuel_multiple_fuels_mw|gen_fuel_hydro_mw|da_as_mcp_synchronized_reserve|da_as_as_req_mw_synchronized_reserve|total_pjm_rmpcp_cr,未初筛
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,95%,8,DGatingDNN,XGBoost,0.8183804268035944,0.8949160072394289,48,da_as_mcp_primary_reserve|da_as_as_mw_primary_reserve|da_as_mcp_synchronized_reserve|gen_fuel_nuclear_mw|gen_fuel_gas_mw|system_energy_price_da|da_as_as_req_mw_primary_reserve|forecast_load_mw_latest_available,未初筛
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,95%,8,DGatingDNN,Lasso,0.8323864942633299,0.8949160072394289,48,gen_fuel_nuclear_mw|system_energy_price_da|da_as_as_mw_primary_reserve|gen_fuel_multiple_fuels_mw|gen_fuel_oil_mw|gen_fuel_hydro_mw|da_as_as_req_mw_primary_reserve|total_pjm_rmpcp_cr,未初筛
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,95%,8,DGatingDNN,Pearson,0.8105606923109966,0.8949160072394289,48,gen_fuel_nuclear_mw|system_energy_price_da|da_as_as_mw_primary_reserve|da_as_mcp_synchronized_reserve|gen_fuel_multiple_fuels_pct|gen_fuel_oil_pct|da_as_mcp_primary_reserve|gen_fuel_multiple_fuels_mw,未初筛
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,97%,10,DGatingDNN,DGatingDNN,0.8808752288993228,0.8949160072394289,48,gen_fuel_nuclear_mw|system_energy_price_da|gen_fuel_coal_pct|gen_fuel_nuclear_pct|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|gen_fuel_other_renewables_mw|gen_fuel_oil_pct|wind_generation_mw|da_as_as_req_mw_primary_reserve,未初筛
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,97%,10,DGatingDNN,STG,0.8337426769985223,0.8949160072394289,48,gen_fuel_gas_pct|da_as_as_mw_synchronized_reserve|da_as_ss_mw_primary_reserve|gen_fuel_multiple_fuels_pct|total_pjm_assigned_reg|gen_fuel_coal_pct|system_energy_price_da|da_as_as_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|gen_fuel_oil_mw,未初筛
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,97%,10,DGatingDNN,LassoNet,0.8391048413989739,0.8949160072394289,48,gen_fuel_nuclear_mw|system_energy_price_da|da_as_as_mw_primary_reserve|gen_fuel_multiple_fuels_mw|gen_fuel_hydro_mw|da_as_mcp_synchronized_reserve|da_as_as_req_mw_synchronized_reserve|total_pjm_rmpcp_cr|gen_fuel_oil_mw|da_as_as_mw_synchronized_reserve,未初筛
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,97%,10,DGatingDNN,XGBoost,0.8397448979727365,0.8949160072394289,48,da_as_mcp_primary_reserve|da_as_as_mw_primary_reserve|da_as_mcp_synchronized_reserve|gen_fuel_nuclear_mw|gen_fuel_gas_mw|system_energy_price_da|da_as_as_req_mw_primary_reserve|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_mw|total_pjm_rmpcp_cr,未初筛
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,97%,10,DGatingDNN,Lasso,0.8378861218122752,0.8949160072394289,48,gen_fuel_nuclear_mw|system_energy_price_da|da_as_as_mw_primary_reserve|gen_fuel_multiple_fuels_mw|gen_fuel_oil_mw|gen_fuel_hydro_mw|da_as_as_req_mw_primary_reserve|total_pjm_rmpcp_cr|gen_fuel_solar_mw|da_as_mcp_synchronized_reserve,未初筛
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,97%,10,DGatingDNN,Pearson,0.8387078135225013,0.8949160072394289,48,gen_fuel_nuclear_mw|system_energy_price_da|da_as_as_mw_primary_reserve|da_as_mcp_synchronized_reserve|gen_fuel_multiple_fuels_pct|gen_fuel_oil_pct|da_as_mcp_primary_reserve|gen_fuel_multiple_fuels_mw|gen_fuel_oil_mw|da_as_as_req_mw_primary_reserve,未初筛
net_actual_interchange_mw,净实际交换功率,95%,8,DGatingDNN,DGatingDNN,0.8768631845313392,0.9019507440038256,33,system_energy_price_da|gen_fuel_nuclear_mw|gen_fuel_multiple_fuels_pct|gen_fuel_other_renewables_mw|gross_sched_interchange_mw|marginal_loss_price_rt|gen_fuel_coal_mw|da_as_as_req_mw_thirty_minutes_reserve,已初筛
net_actual_interchange_mw,净实际交换功率,95%,8,DGatingDNN,STG,0.5598477851867132,0.9019507440038256,33,wind_generation_mw|system_energy_price_da|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|total_pjm_rmpcp_cr|total_pjm_assigned_reg|marginal_loss_price_rt,已初筛
net_actual_interchange_mw,净实际交换功率,95%,8,DGatingDNN,LassoNet,0.7978366821895567,0.9019507440038256,33,gross_sched_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_assigned_reg|gen_fuel_multiple_fuels_pct|gen_fuel_gas_mw|da_as_as_mw_synchronized_reserve|total_pjm_rmpcp_cr|system_energy_price_da,已初筛
net_actual_interchange_mw,净实际交换功率,95%,8,DGatingDNN,XGBoost,0.8025900993120088,0.9019507440038256,33,da_as_as_req_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|gen_fuel_multiple_fuels_pct|gross_sched_interchange_mw|gen_fuel_nuclear_mw|system_energy_price_da|marginal_loss_price_rt|total_pjm_reg_purchases,已初筛
net_actual_interchange_mw,净实际交换功率,95%,8,DGatingDNN,Lasso,0.7947884688045358,0.9019507440038256,33,gross_sched_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|total_pjm_assigned_reg|da_as_as_req_mw_primary_reserve|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_mw|da_as_as_req_mw_synchronized_reserve,已初筛
net_actual_interchange_mw,净实际交换功率,95%,8,DGatingDNN,Pearson,0.7751729566401546,0.9019507440038256,33,gross_sched_interchange_mw|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve,已初筛
net_actual_interchange_mw,净实际交换功率,97%,9,DGatingDNN,DGatingDNN,0.8893725796087707,0.9019507440038256,33,system_energy_price_da|gen_fuel_nuclear_mw|gen_fuel_multiple_fuels_pct|gen_fuel_other_renewables_mw|gross_sched_interchange_mw|marginal_loss_price_rt|gen_fuel_coal_mw|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_coal_pct,已初筛
net_actual_interchange_mw,净实际交换功率,97%,9,DGatingDNN,STG,0.6189646692438899,0.9019507440038256,33,wind_generation_mw|system_energy_price_da|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|total_pjm_rmpcp_cr|total_pjm_assigned_reg|marginal_loss_price_rt|gen_fuel_other_renewables_pct,已初筛
net_actual_interchange_mw,净实际交换功率,97%,9,DGatingDNN,LassoNet,0.8318047942683439,0.9019507440038256,33,gross_sched_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_assigned_reg|gen_fuel_multiple_fuels_pct|gen_fuel_gas_mw|da_as_as_mw_synchronized_reserve|total_pjm_rmpcp_cr|system_energy_price_da|gen_fuel_coal_pct,已初筛
net_actual_interchange_mw,净实际交换功率,97%,9,DGatingDNN,XGBoost,0.8082435726276798,0.9019507440038256,33,da_as_as_req_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|gen_fuel_multiple_fuels_pct|gross_sched_interchange_mw|gen_fuel_nuclear_mw|system_energy_price_da|marginal_loss_price_rt|total_pjm_reg_purchases|total_pjm_assigned_reg,已初筛
net_actual_interchange_mw,净实际交换功率,97%,9,DGatingDNN,Lasso,0.8145761507578843,0.9019507440038256,33,gross_sched_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|total_pjm_assigned_reg|da_as_as_req_mw_primary_reserve|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_mw|da_as_as_req_mw_synchronized_reserve|da_as_nsr_mw_primary_reserve,已初筛
net_actual_interchange_mw,净实际交换功率,97%,9,DGatingDNN,Pearson,0.8002142500955473,0.9019507440038256,33,gross_sched_interchange_mw|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|gen_fuel_multiple_fuels_pct,已初筛
gross_actual_interchange_mw,总实际交换功率,95%,7,DGatingDNN,DGatingDNN,0.8399801857185691,0.8665549333724907,38,gross_inadv_interchange_mw|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_mw|gross_sched_interchange_mw|gen_fuel_other_renewables_mw|gen_fuel_gas_pct|gen_fuel_coal_pct,已初筛
gross_actual_interchange_mw,总实际交换功率,95%,7,DGatingDNN,STG,0.5064493323060166,0.8665549333724907,38,solar_generation_mw|da_as_ss_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_reg_purchases|gross_sched_interchange_mw|gen_fuel_multiple_fuels_pct|gen_fuel_gas_pct,已初筛
gross_actual_interchange_mw,总实际交换功率,95%,7,DGatingDNN,LassoNet,0.7907781725287866,0.8665549333724907,38,gross_inadv_interchange_mw|gross_sched_interchange_mw|total_pjm_reg_purchases|gen_fuel_nuclear_mw|gen_fuel_multiple_fuels_pct|gen_fuel_solar_mw|gen_fuel_oil_mw,已初筛
gross_actual_interchange_mw,总实际交换功率,95%,7,DGatingDNN,XGBoost,0.7930490322104489,0.8665549333724907,38,gross_inadv_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_hydro_pct|gross_sched_interchange_mw|total_pjm_reg_purchases|gen_fuel_nuclear_mw|prelim_load_avg_hourly,已初筛
gross_actual_interchange_mw,总实际交换功率,95%,7,DGatingDNN,Lasso,0.7909429090994164,0.8665549333724907,38,gross_inadv_interchange_mw|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_mw|total_pjm_reg_purchases|gen_fuel_oil_mw|gross_sched_interchange_mw|gen_fuel_hydro_mw,已初筛
gross_actual_interchange_mw,总实际交换功率,95%,7,DGatingDNN,Pearson,0.8119494969599501,0.8665549333724907,38,gross_inadv_interchange_mw|gross_sched_interchange_mw|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_coal_pct|total_pjm_reg_purchases|prelim_load_avg_hourly,已初筛
gross_actual_interchange_mw,总实际交换功率,97%,9,DGatingDNN,DGatingDNN,0.8646617606263046,0.8665549333724907,38,gross_inadv_interchange_mw|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_mw|gross_sched_interchange_mw|gen_fuel_other_renewables_mw|gen_fuel_gas_pct|gen_fuel_coal_pct|da_as_as_req_mw_synchronized_reserve|gen_fuel_nuclear_pct,已初筛
gross_actual_interchange_mw,总实际交换功率,97%,9,DGatingDNN,STG,0.8143846886063031,0.8665549333724907,38,solar_generation_mw|da_as_ss_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_reg_purchases|gross_sched_interchange_mw|gen_fuel_multiple_fuels_pct|gen_fuel_gas_pct|gross_inadv_interchange_mw|gen_fuel_oil_mw,已初筛
gross_actual_interchange_mw,总实际交换功率,97%,9,DGatingDNN,LassoNet,0.8227305062070311,0.8665549333724907,38,gross_inadv_interchange_mw|gross_sched_interchange_mw|total_pjm_reg_purchases|gen_fuel_nuclear_mw|gen_fuel_multiple_fuels_pct|gen_fuel_solar_mw|gen_fuel_oil_mw|gen_fuel_hydro_mw|gen_fuel_gas_pct,已初筛
gross_actual_interchange_mw,总实际交换功率,97%,9,DGatingDNN,XGBoost,0.812538993880675,0.8665549333724907,38,gross_inadv_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_hydro_pct|gross_sched_interchange_mw|total_pjm_reg_purchases|gen_fuel_nuclear_mw|prelim_load_avg_hourly|gen_fuel_gas_mw|da_as_as_req_mw_primary_reserve,已初筛
gross_actual_interchange_mw,总实际交换功率,97%,9,DGatingDNN,Lasso,0.8355815515215768,0.8665549333724907,38,gross_inadv_interchange_mw|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_mw|total_pjm_reg_purchases|gen_fuel_oil_mw|gross_sched_interchange_mw|gen_fuel_hydro_mw|gen_fuel_coal_mw|gen_fuel_gas_pct,已初筛
gross_actual_interchange_mw,总实际交换功率,97%,9,DGatingDNN,Pearson,0.8092886203416485,0.8665549333724907,38,gross_inadv_interchange_mw|gross_sched_interchange_mw|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_coal_pct|total_pjm_reg_purchases|prelim_load_avg_hourly|forecast_load_mw_latest_available|total_pjm_rt_load_mwh,已初筛
net_sched_interchange_mw,净计划交换功率,95%,8,DGatingDNN,DGatingDNN,0.8743347931531106,0.9056653999910154,32,gen_fuel_coal_pct|gen_fuel_gas_mw|gen_fuel_nuclear_mw|system_energy_price_da|gen_fuel_other_renewables_mw|gen_fuel_multiple_fuels_pct|marginal_loss_price_rt|gross_sched_interchange_mw,已初筛
net_sched_interchange_mw,净计划交换功率,95%,8,DGatingDNN,STG,0.7510135225367447,0.9056653999910154,32,gross_sched_interchange_mw|total_pjm_rmpcp_cr|total_pjm_assigned_reg|marginal_loss_price_rt|da_as_as_mw_thirty_minutes_reserve|gen_fuel_wind_pct|gen_fuel_multiple_fuels_pct|da_as_as_req_mw_thirty_minutes_reserve,已初筛
net_sched_interchange_mw,净计划交换功率,95%,8,DGatingDNN,LassoNet,0.7976860288363424,0.9056653999910154,32,gross_sched_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_assigned_reg|gen_fuel_multiple_fuels_pct|gen_fuel_gas_mw|da_as_as_mw_synchronized_reserve|total_pjm_rmpcp_cr|system_energy_price_da,已初筛
net_sched_interchange_mw,净计划交换功率,95%,8,DGatingDNN,XGBoost,0.8192078481317966,0.9056653999910154,32,da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_multiple_fuels_pct|gross_sched_interchange_mw|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_mw|system_energy_price_da|marginal_loss_price_rt|total_pjm_reg_purchases,已初筛
net_sched_interchange_mw,净计划交换功率,95%,8,DGatingDNN,Lasso,0.8030076242427511,0.9056653999910154,32,gross_sched_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_assigned_reg|da_as_as_mw_thirty_minutes_reserve|gen_fuel_multiple_fuels_pct|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_mw|da_as_as_req_mw_synchronized_reserve,已初筛
net_sched_interchange_mw,净计划交换功率,95%,8,DGatingDNN,Pearson,0.7640793600567719,0.9056653999910154,32,gross_sched_interchange_mw|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve,已初筛
net_sched_interchange_mw,净计划交换功率,97%,10,DGatingDNN,DGatingDNN,0.8950700488468695,0.9056653999910154,32,gen_fuel_coal_pct|gen_fuel_gas_mw|gen_fuel_nuclear_mw|system_energy_price_da|gen_fuel_other_renewables_mw|gen_fuel_multiple_fuels_pct|marginal_loss_price_rt|gross_sched_interchange_mw|gen_fuel_gas_pct|da_as_as_req_mw_thirty_minutes_reserve,已初筛
net_sched_interchange_mw,净计划交换功率,97%,10,DGatingDNN,STG,0.8324520568046606,0.9056653999910154,32,gross_sched_interchange_mw|total_pjm_rmpcp_cr|total_pjm_assigned_reg|marginal_loss_price_rt|da_as_as_mw_thirty_minutes_reserve|gen_fuel_wind_pct|gen_fuel_multiple_fuels_pct|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_coal_pct|gen_fuel_gas_pct,已初筛
net_sched_interchange_mw,净计划交换功率,97%,10,DGatingDNN,LassoNet,0.8442133636696347,0.9056653999910154,32,gross_sched_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_assigned_reg|gen_fuel_multiple_fuels_pct|gen_fuel_gas_mw|da_as_as_mw_synchronized_reserve|total_pjm_rmpcp_cr|system_energy_price_da|gen_fuel_coal_pct|wind_generation_mw,已初筛
