目标,种子,字段,贡献值
218号联合循环机组出力,42,system_load_actual_mw,0.03503365676404834
218号联合循环机组出力,42,area_1_load_day_ahead_mw,0.03142344888486245
218号联合循环机组出力,42,area_2_load_day_ahead_mw,0.06527013058925218
218号联合循环机组出力,42,area_3_load_day_ahead_mw,0.002097120295420081
218号联合循环机组出力,42,system_load_day_ahead_mw,0.03158005372922157
218号联合循环机组出力,42,system_generation_mw,0.02153366860672776
218号联合循环机组出力,42,system_losses_mw,0.01879956432850915
218号联合循环机组出力,42,area_1_net_export_mw,0.02426130663041885
218号联合循环机组出力,42,area_2_net_export_mw,0.026759155897991868
218号联合循环机组出力,42,area_3_net_export_mw,-0.0036684810004873566
218号联合循环机组出力,42,reserve_reg_up_mw,-0.004824831855778126
218号联合循环机组出力,42,reserve_reg_down_mw,-0.008572283228565127
218号联合循环机组出力,42,reserve_spin_r1_mw,0.01781101246663594
218号联合循环机组出力,42,reserve_spin_r2_mw,0.06006990662339042
218号联合循环机组出力,42,reserve_spin_r3_mw,-0.01911886544296226
218号联合循环机组出力,42,gen_fuel_coal_mw,0.043299077559930156
218号联合循环机组出力,42,gen_fuel_natural_gas_mw,0.09669320465080868
218号联合循环机组出力,42,gen_fuel_nuclear_mw,0.020715382394655712
218号联合循环机组出力,42,gen_fuel_hydro_mw,0.013888705656125693
218号联合循环机组出力,42,gen_fuel_wind_mw,-0.0005438078047402019
218号联合循环机组出力,42,gen_fuel_solar_mw,0.050934315796584376
218号联合循环机组出力,42,area_1_fuel_coal_mw,0.03535266909091128
218号联合循环机组出力,42,area_1_fuel_natural_gas_mw,-0.00340733989439703
218号联合循环机组出力,42,area_1_fuel_nuclear_mw,-0.005243003473753635
218号联合循环机组出力,42,area_1_fuel_hydro_mw,0.008386024063752055
218号联合循环机组出力,42,area_1_fuel_wind_mw,0.01300835829811198
218号联合循环机组出力,42,area_1_fuel_solar_mw,0.0811584410109036
218号联合循环机组出力,42,area_1_generation_mw,0.047130532068348725
218号联合循环机组出力,42,area_2_fuel_coal_mw,0.10728554122659495
218号联合循环机组出力,42,area_2_fuel_natural_gas_mw,0.30975197482316974
218号联合循环机组出力,42,area_2_fuel_hydro_mw,0.038458511077925
218号联合循环机组出力,42,area_2_fuel_solar_mw,0.06668489124169899
218号联合循环机组出力,42,area_2_generation_mw,0.07251160066444327
218号联合循环机组出力,42,area_3_fuel_coal_mw,0.02657759529045233
218号联合循环机组出力,42,area_3_fuel_natural_gas_mw,0.030073721316095436
218号联合循环机组出力,42,area_3_fuel_hydro_mw,0.010274450001276225
218号联合循环机组出力,42,area_3_fuel_wind_mw,0.014686687866653104
218号联合循环机组出力,42,area_3_fuel_solar_mw,0.05773332389064234
218号联合循环机组出力,42,area_3_generation_mw,0.006382995759218045
218号联合循环机组出力,42,hour_of_day,0.055559239036594474
218号联合循环机组出力,42,day_of_week,0.011886248312182261
218号联合循环机组出力,42,month_of_year,-0.49111107841333285
218号联合循环机组出力,42,is_weekend,0.007406541819525556
218号联合循环机组出力,43,area_1_load_actual_mw,0.014339557305000864
218号联合循环机组出力,43,area_2_load_actual_mw,0.06738543401074844
218号联合循环机组出力,43,area_3_load_actual_mw,0.005960495297375875
218号联合循环机组出力,43,system_load_actual_mw,0.011571726355032627
218号联合循环机组出力,43,area_1_load_day_ahead_mw,0.03324475463112215
218号联合循环机组出力,43,area_2_load_day_ahead_mw,0.07098550608840999
218号联合循环机组出力,43,area_3_load_day_ahead_mw,0.01631706092346033
218号联合循环机组出力,43,system_load_day_ahead_mw,0.008474926806993618
218号联合循环机组出力,43,system_generation_mw,0.01636525191180231
218号联合循环机组出力,43,system_losses_mw,0.05186225914104046
218号联合循环机组出力,43,area_1_net_export_mw,0.003050432684858634
218号联合循环机组出力,43,area_2_net_export_mw,0.008195730102661721
218号联合循环机组出力,43,area_3_net_export_mw,-0.0016546306058099472
218号联合循环机组出力,43,reserve_reg_up_mw,0.0020551764115687363
218号联合循环机组出力,43,reserve_reg_down_mw,-0.0020487335234830035
218号联合循环机组出力,43,reserve_spin_r1_mw,0.018579714705272497
218号联合循环机组出力,43,reserve_spin_r2_mw,0.06889089428564096
218号联合循环机组出力,43,reserve_spin_r3_mw,0.00907783713611891
218号联合循环机组出力,43,gen_fuel_coal_mw,0.06373010420882674
218号联合循环机组出力,43,gen_fuel_natural_gas_mw,0.07317226228011155
218号联合循环机组出力,43,gen_fuel_nuclear_mw,0.010539199780003745
218号联合循环机组出力,43,gen_fuel_hydro_mw,0.027842417677418282
218号联合循环机组出力,43,gen_fuel_wind_mw,0.0004382406851374419
218号联合循环机组出力,43,gen_fuel_solar_mw,0.059765690692751394
218号联合循环机组出力,43,area_1_fuel_coal_mw,0.03193867225335957
218号联合循环机组出力,43,area_1_fuel_natural_gas_mw,0.0033836001218243298
218号联合循环机组出力,43,area_1_fuel_nuclear_mw,0.030522730299113815
218号联合循环机组出力,43,area_1_fuel_hydro_mw,-0.007380662005688096
218号联合循环机组出力,43,area_1_fuel_wind_mw,-0.0010768712648124659
218号联合循环机组出力,43,area_1_fuel_solar_mw,0.06411077104046675
218号联合循环机组出力,43,area_1_generation_mw,0.02425093069976994
218号联合循环机组出力,43,area_2_fuel_coal_mw,0.10961707628172569
218号联合循环机组出力,43,area_2_fuel_natural_gas_mw,0.2900601581137222
218号联合循环机组出力,43,area_2_fuel_hydro_mw,0.043389156484710645
218号联合循环机组出力,43,area_2_fuel_solar_mw,0.07862630540425147
218号联合循环机组出力,43,area_2_generation_mw,0.07291067200959273
218号联合循环机组出力,43,area_3_fuel_coal_mw,0.032446931037697635
218号联合循环机组出力,43,area_3_fuel_natural_gas_mw,0.02356868879229776
218号联合循环机组出力,43,area_3_fuel_hydro_mw,-0.004083319719111789
218号联合循环机组出力,43,area_3_fuel_wind_mw,-0.0014846999398751013
218号联合循环机组出力,43,area_3_fuel_solar_mw,0.08005665734246344
218号联合循环机组出力,43,area_3_generation_mw,0.0021709580297835226
218号联合循环机组出力,43,hour_of_day,0.05520672126084055
218号联合循环机组出力,43,day_of_week,-0.005903484278581712
218号联合循环机组出力,43,month_of_year,-0.4224204098299444
218号联合循环机组出力,43,is_weekend,0.005028560503723786
218号联合循环机组出力,44,area_1_load_actual_mw,0.023853919933676603
218号联合循环机组出力,44,area_2_load_actual_mw,0.06340818081849639
218号联合循环机组出力,44,area_3_load_actual_mw,0.017979139874857383
218号联合循环机组出力,44,system_load_actual_mw,0.01053695566394311
218号联合循环机组出力,44,area_1_load_day_ahead_mw,0.02937410639138594
218号联合循环机组出力,44,area_2_load_day_ahead_mw,0.0690324900054515
218号联合循环机组出力,44,area_3_load_day_ahead_mw,0.0005071346751666875
218号联合循环机组出力,44,system_load_day_ahead_mw,-0.004297730437372531
218号联合循环机组出力,44,system_generation_mw,0.012371883005439139
218号联合循环机组出力,44,system_losses_mw,0.03606848540682883
218号联合循环机组出力,44,area_1_net_export_mw,0.01667246554764642
218号联合循环机组出力,44,area_2_net_export_mw,0.026821931959371024
218号联合循环机组出力,44,area_3_net_export_mw,0.015666321755064862
218号联合循环机组出力,44,reserve_reg_up_mw,-0.0022128087400746285
218号联合循环机组出力,44,reserve_reg_down_mw,0.011240001714773285
218号联合循环机组出力,44,reserve_spin_r1_mw,0.019009187056914303
218号联合循环机组出力,44,reserve_spin_r2_mw,0.054375387143582046
218号联合循环机组出力,44,reserve_spin_r3_mw,0.037508146980177334
218号联合循环机组出力,44,gen_fuel_coal_mw,0.04472132047182128
218号联合循环机组出力,44,gen_fuel_natural_gas_mw,0.0954943416815618
218号联合循环机组出力,44,gen_fuel_nuclear_mw,0.041686988137014686
218号联合循环机组出力,44,gen_fuel_hydro_mw,0.012261594916787103
218号联合循环机组出力,44,gen_fuel_wind_mw,-0.01615617601532221
218号联合循环机组出力,44,gen_fuel_solar_mw,0.05602785213345899
218号联合循环机组出力,44,area_1_fuel_coal_mw,0.039992656111953434
218号联合循环机组出力,44,area_1_fuel_natural_gas_mw,0.006308725491646535
218号联合循环机组出力,44,area_1_fuel_nuclear_mw,0.03241894328700096
218号联合循环机组出力,44,area_1_fuel_hydro_mw,0.008326958051782421
218号联合循环机组出力,44,area_1_fuel_wind_mw,0.013948396183676293
218号联合循环机组出力,44,area_1_fuel_solar_mw,0.061314695488565815
218号联合循环机组出力,44,area_1_generation_mw,0.013190072404523197
218号联合循环机组出力,44,area_2_fuel_coal_mw,0.11484684715607428
218号联合循环机组出力,44,area_2_fuel_natural_gas_mw,0.3372891622052885
218号联合循环机组出力,44,area_2_fuel_hydro_mw,0.048623784189105616
218号联合循环机组出力,44,area_2_fuel_solar_mw,0.09444536330097583
218号联合循环机组出力,44,area_2_generation_mw,0.0853385841078187
218号联合循环机组出力,44,area_3_fuel_coal_mw,0.017487897923975246
218号联合循环机组出力,44,area_3_fuel_natural_gas_mw,0.010127896758776869
218号联合循环机组出力,44,area_3_fuel_hydro_mw,0.01152771899866345
218号联合循环机组出力,44,area_3_fuel_wind_mw,-0.005604585150128157
218号联合循环机组出力,44,area_3_fuel_solar_mw,0.0709675349601085
218号联合循环机组出力,44,area_3_generation_mw,0.0030518967547927232
218号联合循环机组出力,44,hour_of_day,0.058611502318519346
218号联合循环机组出力,44,day_of_week,0.0035825011396383175
218号联合循环机组出力,44,month_of_year,-0.5085161721461013
218号联合循环机组出力,44,is_weekend,0.002703281647657441
317号风电机组出力,42,area_1_load_actual_mw,0.01490551359944282
317号风电机组出力,42,area_2_load_actual_mw,0.014762654378848864
317号风电机组出力,42,area_3_load_actual_mw,0.00881416069168309
317号风电机组出力,42,system_load_actual_mw,0.010656269383346836
317号风电机组出力,42,area_1_load_day_ahead_mw,0.003689411514760365
317号风电机组出力,42,area_2_load_day_ahead_mw,-0.0025335082575262853
317号风电机组出力,42,area_3_load_day_ahead_mw,0.00025464924211598267
317号风电机组出力,42,system_load_day_ahead_mw,0.013459530646276294
317号风电机组出力,42,system_generation_mw,0.006318424288722178
317号风电机组出力,42,system_losses_mw,0.06304203217766086
317号风电机组出力,42,area_1_net_export_mw,0.052483221814350285
317号风电机组出力,42,area_2_net_export_mw,0.07293429229641678
317号风电机组出力,42,area_3_net_export_mw,0.032574700908922644
317号风电机组出力,42,reserve_reg_up_mw,0.03477145555974428
317号风电机组出力,42,reserve_reg_down_mw,0.019744632135613366
317号风电机组出力,42,reserve_spin_r1_mw,-0.002996607781663992
317号风电机组出力,42,reserve_spin_r2_mw,0.0005977433624805781
317号风电机组出力,42,reserve_spin_r3_mw,-0.016569820670180035
317号风电机组出力,42,gen_fuel_coal_mw,0.013327011406928583
317号风电机组出力,42,gen_fuel_natural_gas_mw,0.028821016578976958
317号风电机组出力,42,gen_fuel_nuclear_mw,0.029851131859554944
317号风电机组出力,42,gen_fuel_hydro_mw,0.006775875846111655
317号风电机组出力,42,gen_fuel_wind_mw,0.1347125416033498
317号风电机组出力,42,gen_fuel_solar_mw,0.01857826012146079
317号风电机组出力,42,area_1_fuel_coal_mw,0.042417183764349886
317号风电机组出力,42,area_1_fuel_natural_gas_mw,-0.00917893722276079
317号风电机组出力,42,area_1_fuel_nuclear_mw,0.01848449338578083
317号风电机组出力,42,area_1_fuel_hydro_mw,0.0171273268883379
317号风电机组出力,42,area_1_fuel_wind_mw,0.08551751668226389
317号风电机组出力,42,area_1_fuel_solar_mw,0.030458873278589253
317号风电机组出力,42,area_1_generation_mw,0.008131701834878017
317号风电机组出力,42,area_2_fuel_coal_mw,-0.002909083265765361
317号风电机组出力,42,area_2_fuel_natural_gas_mw,0.009846116607993404
317号风电机组出力,42,area_2_fuel_hydro_mw,-0.010826705499465607
317号风电机组出力,42,area_2_fuel_solar_mw,0.002131453216430119
317号风电机组出力,42,area_2_generation_mw,0.010292740275519264
317号风电机组出力,42,area_3_fuel_coal_mw,0.02988777067485304
317号风电机组出力,42,area_3_fuel_natural_gas_mw,0.06851782476939977
317号风电机组出力,42,area_3_fuel_hydro_mw,0.002160412650482989
317号风电机组出力,42,area_3_fuel_wind_mw,0.1644919178727418
317号风电机组出力,42,area_3_fuel_solar_mw,0.015520250900698977
317号风电机组出力,42,area_3_generation_mw,-0.01429933354934568
317号风电机组出力,42,hour_of_day,-0.004638082027169608
317号风电机组出力,42,day_of_week,-0.0010586785221134657
317号风电机组出力,42,month_of_year,-0.050439616660243776
317号风电机组出力,42,is_weekend,0.007004038406684902
317号风电机组出力,43,area_1_load_actual_mw,-0.0025408109258784925
317号风电机组出力,43,area_2_load_actual_mw,0.01554155519468027
317号风电机组出力,43,area_3_load_actual_mw,-0.0010752259533661473
317号风电机组出力,43,system_load_actual_mw,-0.003992481604049904
317号风电机组出力,43,area_1_load_day_ahead_mw,0.006901328675006576
317号风电机组出力,43,area_2_load_day_ahead_mw,0.00417264935939618
317号风电机组出力,43,area_3_load_day_ahead_mw,0.007075943679377413
317号风电机组出力,43,system_load_day_ahead_mw,-0.00686893427520898
317号风电机组出力,43,system_generation_mw,0.0007799157112605547
317号风电机组出力,43,system_losses_mw,0.08009790099070663
317号风电机组出力,43,area_1_net_export_mw,0.03660956761021043
317号风电机组出力,43,area_2_net_export_mw,0.05232980297489138
317号风电机组出力,43,area_3_net_export_mw,0.026934745146625888
317号风电机组出力,43,reserve_reg_up_mw,0.02048222682923878
317号风电机组出力,43,reserve_reg_down_mw,0.01797473036958501
317号风电机组出力,43,reserve_spin_r1_mw,0.010503190194672416
317号风电机组出力,43,reserve_spin_r2_mw,0.002817113421356994
317号风电机组出力,43,reserve_spin_r3_mw,-0.006456665175456932
317号风电机组出力,43,gen_fuel_coal_mw,0.03554381839798004
317号风电机组出力,43,gen_fuel_natural_gas_mw,0.03392753798865549
317号风电机组出力,43,gen_fuel_nuclear_mw,0.03185534576806765
317号风电机组出力,43,gen_fuel_hydro_mw,0.0028806926258213746
317号风电机组出力,43,gen_fuel_wind_mw,0.12110288442856652
317号风电机组出力,43,gen_fuel_solar_mw,0.019495341906453762
317号风电机组出力,43,area_1_fuel_coal_mw,0.045158621642142356
317号风电机组出力,43,area_1_fuel_natural_gas_mw,0.007964436168157372
317号风电机组出力,43,area_1_fuel_nuclear_mw,0.03862798055640617
317号风电机组出力,43,area_1_fuel_hydro_mw,0.0025439278587783016
317号风电机组出力,43,area_1_fuel_wind_mw,0.08512759480585319
317号风电机组出力,43,area_1_fuel_solar_mw,0.02530829877582667
317号风电机组出力,43,area_1_generation_mw,0.00950714563360689
317号风电机组出力,43,area_2_fuel_coal_mw,-0.002681851802420346
317号风电机组出力,43,area_2_fuel_natural_gas_mw,6.686184811364928e-05
317号风电机组出力,43,area_2_fuel_hydro_mw,-0.010284368580488826
317号风电机组出力,43,area_2_fuel_solar_mw,0.009739391639178661
317号风电机组出力,43,area_2_generation_mw,0.005112890073505943
317号风电机组出力,43,area_3_fuel_coal_mw,0.04851685630740662
317号风电机组出力,43,area_3_fuel_natural_gas_mw,0.050547197825442945
317号风电机组出力,43,area_3_fuel_hydro_mw,-0.0071021504305242966
317号风电机组出力,43,area_3_fuel_wind_mw,0.13526280513928501
317号风电机组出力,43,area_3_fuel_solar_mw,0.033157660307520855
317号风电机组出力,43,area_3_generation_mw,-0.010472826960258402
317号风电机组出力,43,hour_of_day,-0.0046835922455569735
317号风电机组出力,43,day_of_week,-0.0038056251810675823
317号风电机组出力,43,month_of_year,-0.02751859150631719
317号风电机组出力,43,is_weekend,0.0001706970052669727
317号风电机组出力,44,area_1_load_actual_mw,1.0114636558374024e-05
317号风电机组出力,44,area_2_load_actual_mw,0.0024350298561438277
317号风电机组出力,44,area_3_load_actual_mw,0.002716505464316634
317号风电机组出力,44,system_load_actual_mw,-0.007214976976542672
317号风电机组出力,44,area_1_load_day_ahead_mw,-0.003063572827597404
317号风电机组出力,44,area_2_load_day_ahead_mw,0.015355523074571189
317号风电机组出力,44,area_3_load_day_ahead_mw,-0.014193163468903137
317号风电机组出力,44,system_load_day_ahead_mw,0.005965853047388424
317号风电机组出力,44,system_generation_mw,-0.0010747970390022812
317号风电机组出力,44,system_losses_mw,0.06398352559304293
317号风电机组出力,44,area_1_net_export_mw,0.05242905654687491
317号风电机组出力,44,area_2_net_export_mw,0.05932802594837006
317号风电机组出力,44,area_3_net_export_mw,0.04613426079261074
317号风电机组出力,44,reserve_reg_up_mw,0.031714161316673706
317号风电机组出力,44,reserve_reg_down_mw,0.025515382457194213
317号风电机组出力,44,reserve_spin_r1_mw,0.008703401796260907
317号风电机组出力,44,reserve_spin_r2_mw,-0.01605987823688971
317号风电机组出力,44,reserve_spin_r3_mw,0.01227563941901533
317号风电机组出力,44,gen_fuel_coal_mw,0.018104537750428192
317号风电机组出力,44,gen_fuel_natural_gas_mw,0.05672882576911693
317号风电机组出力,44,gen_fuel_nuclear_mw,0.055579189401599845
317号风电机组出力,44,gen_fuel_hydro_mw,-0.006544642444428621
317号风电机组出力,44,gen_fuel_wind_mw,0.14240568779556462
317号风电机组出力,44,gen_fuel_solar_mw,0.01574321190800188
317号风电机组出力,44,area_1_fuel_coal_mw,0.04680904320202039
317号风电机组出力,44,area_1_fuel_natural_gas_mw,0.011043438244297682
317号风电机组出力,44,area_1_fuel_nuclear_mw,0.04741851702986066
317号风电机组出力,44,area_1_fuel_hydro_mw,-0.0011443444163709614
317号风电机组出力,44,area_1_fuel_wind_mw,0.10516856705944347
317号风电机组出力,44,area_1_fuel_solar_mw,0.02074807164831725
317号风电机组出力,44,area_1_generation_mw,0.0005318266526270713
317号风电机组出力,44,area_2_fuel_coal_mw,-0.011743300185148745
317号风电机组出力,44,area_2_fuel_natural_gas_mw,0.015840026791184205
317号风电机组出力,44,area_2_fuel_hydro_mw,0.0042378964529391164
317号风电机组出力,44,area_2_fuel_solar_mw,0.012333210923824618
317号风电机组出力,44,area_2_generation_mw,0.007308633026718174
317号风电机组出力,44,area_3_fuel_coal_mw,0.03762074538238015
317号风电机组出力,44,area_3_fuel_natural_gas_mw,0.059273305600672024
317号风电机组出力,44,area_3_fuel_hydro_mw,0.004200899680439898
317号风电机组出力,44,area_3_fuel_wind_mw,0.14266499655606144
317号风电机组出力,44,area_3_fuel_solar_mw,0.03229795347808297
317号风电机组出力,44,area_3_generation_mw,-0.014112227040547261
317号风电机组出力,44,hour_of_day,-0.002378010821951569
317号风电机组出力,44,day_of_week,0.0001991006487360039
317号风电机组出力,44,month_of_year,-0.08065446221775939
317号风电机组出力,44,is_weekend,-0.014898773932672771
121号核电机组出力,42,area_1_load_actual_mw,0.032765965265716686
121号核电机组出力,42,area_2_load_actual_mw,0.027112478391092126
121号核电机组出力,42,area_3_load_actual_mw,0.010401883706825543
121号核电机组出力,42,system_load_actual_mw,0.005951670284068889
121号核电机组出力,42,area_1_load_day_ahead_mw,0.03433453585589839
121号核电机组出力,42,area_2_load_day_ahead_mw,0.014725783154658315
121号核电机组出力,42,area_3_load_day_ahead_mw,-0.005831701828036043
121号核电机组出力,42,system_load_day_ahead_mw,0.021432199373375337
121号核电机组出力,42,system_generation_mw,0.0070396873553122295
121号核电机组出力,42,system_losses_mw,0.005565344178277536
121号核电机组出力,42,area_1_net_export_mw,0.08812749500787131
121号核电机组出力,42,area_2_net_export_mw,0.06024404325394479
121号核电机组出力,42,area_3_net_export_mw,0.04657585300024003
121号核电机组出力,42,reserve_reg_up_mw,0.005805493082835992
121号核电机组出力,42,reserve_reg_down_mw,-0.00632181274046187
121号核电机组出力,42,reserve_spin_r1_mw,0.024051276543083887
121号核电机组出力,42,reserve_spin_r2_mw,0.0035968172326210452
121号核电机组出力,42,reserve_spin_r3_mw,-0.02284812134804451
121号核电机组出力,42,gen_fuel_coal_mw,0.036469495037668005
121号核电机组出力,42,gen_fuel_natural_gas_mw,-0.015252439970842215
121号核电机组出力,42,gen_fuel_nuclear_mw,0.2259343809228844
121号核电机组出力,42,gen_fuel_hydro_mw,0.013000484026018427
121号核电机组出力,42,gen_fuel_wind_mw,0.05707056058981988
121号核电机组出力,42,gen_fuel_solar_mw,0.00742324242881864
121号核电机组出力,42,area_1_fuel_coal_mw,0.07919113671405376
121号核电机组出力,42,area_1_fuel_natural_gas_mw,-0.019706937477018568
121号核电机组出力,42,area_1_fuel_nuclear_mw,0.20915424062233007
121号核电机组出力,42,area_1_fuel_hydro_mw,0.020684476540493275
121号核电机组出力,42,area_1_fuel_wind_mw,0.11431069992813994
121号核电机组出力,42,area_1_fuel_solar_mw,0.018781941286909704
121号核电机组出力,42,area_1_generation_mw,0.04216856479130879
121号核电机组出力,42,area_2_fuel_coal_mw,0.012543293494215542
121号核电机组出力,42,area_2_fuel_natural_gas_mw,0.016836531708293315
121号核电机组出力,42,area_2_fuel_hydro_mw,0.0009328750477932838
121号核电机组出力,42,area_2_fuel_solar_mw,0.0011805422482983894
121号核电机组出力,42,area_2_generation_mw,0.0317580320728872
121号核电机组出力,42,area_3_fuel_coal_mw,0.003036412416451407
121号核电机组出力,42,area_3_fuel_natural_gas_mw,0.007096232341521413
121号核电机组出力,42,area_3_fuel_hydro_mw,0.021722634671083003
121号核电机组出力,42,area_3_fuel_wind_mw,0.039857251243186884
121号核电机组出力,42,area_3_fuel_solar_mw,0.007951414540466677
121号核电机组出力,42,area_3_generation_mw,-0.01093588095661214
121号核电机组出力,42,hour_of_day,0.0020485129457898984
121号核电机组出力,42,day_of_week,0.00433514206214504
121号核电机组出力,42,month_of_year,-0.07858191916298125
121号核电机组出力,42,is_weekend,0.02074634452950643
121号核电机组出力,43,area_1_load_actual_mw,0.02477199205852997
121号核电机组出力,43,area_2_load_actual_mw,0.022937693683051086
121号核电机组出力,43,area_3_load_actual_mw,0.011289885622891882
121号核电机组出力,43,system_load_actual_mw,0.00851516654064007
121号核电机组出力,43,area_1_load_day_ahead_mw,0.030988028127568158
121号核电机组出力,43,area_2_load_day_ahead_mw,0.018064089301839337
121号核电机组出力,43,area_3_load_day_ahead_mw,-0.0020462760379601243
121号核电机组出力,43,system_load_day_ahead_mw,0.0027445040202450574
121号核电机组出力,43,system_generation_mw,0.0010697697550807383
121号核电机组出力,43,system_losses_mw,0.054409994119636686
121号核电机组出力,43,area_1_net_export_mw,0.06357711823258119
121号核电机组出力,43,area_2_net_export_mw,0.03786327640001454
121号核电机组出力,43,area_3_net_export_mw,0.03264451360016275
121号核电机组出力,43,reserve_reg_up_mw,-0.007465833350958845
121号核电机组出力,43,reserve_reg_down_mw,0.0023794175977139356
121号核电机组出力,43,reserve_spin_r1_mw,0.02989186179759385
121号核电机组出力,43,reserve_spin_r2_mw,0.005340494280543219
121号核电机组出力,43,reserve_spin_r3_mw,0.0008201548320140618
121号核电机组出力,43,gen_fuel_coal_mw,0.05634786090278339
121号核电机组出力,43,gen_fuel_natural_gas_mw,0.023705695373588707
121号核电机组出力,43,gen_fuel_nuclear_mw,0.22896290549997833
121号核电机组出力,43,gen_fuel_hydro_mw,0.008939387026590116
121号核电机组出力,43,gen_fuel_wind_mw,0.056934834773056754
121号核电机组出力,43,gen_fuel_solar_mw,0.018471706465492843
121号核电机组出力,43,area_1_fuel_coal_mw,0.05896556484776953
121号核电机组出力,43,area_1_fuel_natural_gas_mw,0.004098035414319849
121号核电机组出力,43,area_1_fuel_nuclear_mw,0.2546190627071738
121号核电机组出力,43,area_1_fuel_hydro_mw,-0.0033032566241854872
121号核电机组出力,43,area_1_fuel_wind_mw,0.12324867029385805
121号核电机组出力,43,area_1_fuel_solar_mw,0.030020392123327064
121号核电机组出力,43,area_1_generation_mw,0.04150801537849917
121号核电机组出力,43,area_2_fuel_coal_mw,0.010815196824587038
121号核电机组出力,43,area_2_fuel_natural_gas_mw,0.000502308753090262
121号核电机组出力,43,area_2_fuel_hydro_mw,0.0010616565591187429
121号核电机组出力,43,area_2_fuel_solar_mw,0.007468242083114572
121号核电机组出力,43,area_2_generation_mw,0.012575056130587764
121号核电机组出力,43,area_3_fuel_coal_mw,0.0012146171640758908
121号核电机组出力,43,area_3_fuel_natural_gas_mw,0.015711528129219415
121号核电机组出力,43,area_3_fuel_hydro_mw,0.008978511403965305
121号核电机组出力,43,area_3_fuel_wind_mw,0.030193928317290383
121号核电机组出力,43,area_3_fuel_solar_mw,0.04171339955450714
121号核电机组出力,43,area_3_generation_mw,-0.012703635653624918
121号核电机组出力,43,hour_of_day,-0.007834525493470891
121号核电机组出力,43,day_of_week,-0.001441979299780933
121号核电机组出力,43,month_of_year,-0.14414605796223376
121号核电机组出力,43,is_weekend,0.017053471134418713
121号核电机组出力,44,area_1_load_actual_mw,0.04895676940503083
121号核电机组出力,44,area_2_load_actual_mw,0.01665310615668525
121号核电机组出力,44,area_3_load_actual_mw,0.010808161647600572
121号核电机组出力,44,system_load_actual_mw,-0.0050288295010241
121号核电机组出力,44,area_1_load_day_ahead_mw,0.016211687083495654
121号核电机组出力,44,area_2_load_day_ahead_mw,0.028912059869887156
121号核电机组出力,44,area_3_load_day_ahead_mw,-0.0070854369616309455
121号核电机组出力,44,system_load_day_ahead_mw,0.016739919585373263
121号核电机组出力,44,system_generation_mw,0.0005351492755486052
121号核电机组出力,44,system_losses_mw,0.021515898528835314
121号核电机组出力,44,area_1_net_export_mw,0.08299671830513047
121号核电机组出力,44,area_2_net_export_mw,0.04095054711796247
121号核电机组出力,44,area_3_net_export_mw,0.04394688802458488
121号核电机组出力,44,reserve_reg_up_mw,-0.0045556776657467634
121号核电机组出力,44,reserve_reg_down_mw,0.010269607087546869
121号核电机组出力,44,reserve_spin_r1_mw,0.035176459983150714
121号核电机组出力,44,reserve_spin_r2_mw,0.0014608171493649003
121号核电机组出力,44,reserve_spin_r3_mw,0.01198449500145684
121号核电机组出力,44,gen_fuel_coal_mw,0.05012639061324049
121号核电机组出力,44,gen_fuel_natural_gas_mw,0.06535759291508503
121号核电机组出力,44,gen_fuel_nuclear_mw,0.2653857531303368
121号核电机组出力,44,gen_fuel_hydro_mw,-0.0033805684717352438
121号核电机组出力,44,gen_fuel_wind_mw,0.04528724550708936
121号核电机组出力,44,gen_fuel_solar_mw,0.0024420644683990573
121号核电机组出力,44,area_1_fuel_coal_mw,0.058214194810070126
121号核电机组出力,44,area_1_fuel_natural_gas_mw,0.011214748514030098
121号核电机组出力,44,area_1_fuel_nuclear_mw,0.25360505686268203
121号核电机组出力,44,area_1_fuel_hydro_mw,-0.00851562418335704
121号核电机组出力,44,area_1_fuel_wind_mw,0.12140956744994942
121号核电机组出力,44,area_1_fuel_solar_mw,0.008521338318206737
121号核电机组出力,44,area_1_generation_mw,0.025158410145573275
121号核电机组出力,44,area_2_fuel_coal_mw,-0.006213905931505814
121号核电机组出力,44,area_2_fuel_natural_gas_mw,0.018919740131792453
121号核电机组出力,44,area_2_fuel_hydro_mw,0.01095482197027596
121号核电机组出力,44,area_2_fuel_solar_mw,0.008254649973209204
121号核电机组出力,44,area_2_generation_mw,0.015023183167428216
121号核电机组出力,44,area_3_fuel_coal_mw,0.010646457137558405
121号核电机组出力,44,area_3_fuel_natural_gas_mw,0.011889294766298103
121号核电机组出力,44,area_3_fuel_hydro_mw,-0.02043343102828655
121号核电机组出力,44,area_3_fuel_wind_mw,0.0060999271908893146
121号核电机组出力,44,area_3_fuel_solar_mw,0.016339192211503616
121号核电机组出力,44,area_3_generation_mw,-0.003692598728962086
121号核电机组出力,44,hour_of_day,-0.005127453173316153
121号核电机组出力,44,day_of_week,0.016646876406034548
121号核电机组出力,44,month_of_year,-0.11516600783316949
121号核电机组出力,44,is_weekend,-0.0029414471565023144
