target,中文名,排除关注字段,初筛,候选数,选中数,全量R2,选中再训练R2,未选中R2,替身字段数,选中字段,run,剥离第一类
total_lmp_da,日前总电价,否,否,57,12,0.975648978628474,0.9740320185686978,0.9512149529809738,1,marginal_loss_price_da|da_as_as_mw_thirty_minutes_reserve|da_as_mcp_synchronized_reserve|net_sched_interchange_mw|total_losses|total_lmp_rt|congestion_price_da|gen_fuel_oil_mw|prelim_load_avg_hourly|gross_sched_interchange_mw|gen_fuel_coal_pct|total_pjm_reg_purchases,pjm_2025/04_source_location/stripped_no_screening/target_total_lmp_da/DGatingDNN/run_20260811_004721,是
total_lmp_da,日前总电价,否,是,43,14,0.9769068417961911,0.970116223446272,0.94941904424821,1,marginal_loss_price_da|da_as_as_mw_thirty_minutes_reserve|da_as_mcp_synchronized_reserve|net_sched_interchange_mw|congestion_price_da|total_losses|gen_fuel_oil_pct|total_lmp_rt|total_pjm_reg_purchases|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_coal_mw|congestion_price_rt|metered_load_mw,pjm_2025/04_source_location/stripped_with_screening/target_total_lmp_da/DGatingDNN/run_20260811_005101,是
total_lmp_da,日前总电价,是,否,49,1,0.9946807943539098,0.9865040577460306,0.9651488697367065,0,system_energy_price_da,pjm_2025/04b_source_location_excl_targets/stripped_no_screening/target_total_lmp_da/DGatingDNN/run_20260811_005447,是
total_lmp_da,日前总电价,是,是,35,1,0.9943075006907909,0.9865040577460306,0.9611399117015483,0,system_energy_price_da,pjm_2025/04b_source_location_excl_targets/stripped_with_screening/target_total_lmp_da/DGatingDNN/run_20260811_005803,是
da_as_total_mw_primary_reserve,日前主用备用总量,否,否,57,16,0.8557848373541103,0.8769459307524136,0.7082012880244736,4,da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_mw|gen_fuel_hydro_mw|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_coal_mw|system_energy_price_da|gen_fuel_multiple_fuels_pct|total_gen|wind_generation_mw|total_pjm_reg_purchases|total_pjm_self_sched_reg|da_as_ss_mw_primary_reserve|total_pjm_assigned_reg|gen_fuel_oil_mw,pjm_2025/04_source_location/stripped_no_screening/target_da_as_total_mw_primary_reserve/DGatingDNN/run_20260811_010116,是
da_as_total_mw_primary_reserve,日前主用备用总量,否,是,38,18,0.8548503356733227,0.8660082290701272,0.6832864739728594,2,da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_mw|gen_fuel_hydro_pct|prelim_load_avg_hourly|gen_fuel_coal_pct|gen_fuel_gas_pct|total_losses|gen_fuel_multiple_fuels_pct|net_actual_interchange_mw|gen_fuel_nuclear_pct|total_pjm_self_sched_reg|total_pjm_reg_purchases|system_energy_price_da|total_pjm_rmpcp_cr|gen_fuel_oil_mw|gen_fuel_wind_pct,pjm_2025/04_source_location/stripped_with_screening/target_da_as_total_mw_primary_reserve/DGatingDNN/run_20260811_010540,是
da_as_total_mw_primary_reserve,日前主用备用总量,是,否,47,17,0.8588289163840803,0.8531171046113242,0.7038654515846223,5,da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_synchronized_reserve|gen_fuel_nuclear_mw|gen_fuel_hydro_pct|gen_fuel_coal_mw|gen_fuel_multiple_fuels_pct|total_pjm_rt_load_mwh|da_as_ss_mw_primary_reserve|gen_fuel_wind_mw|total_pjm_rmpcp_cr|total_pjm_self_sched_reg|gen_fuel_solar_pct|gross_inadv_interchange_mw|da_as_as_req_mw_primary_reserve|total_pjm_assigned_reg|total_pjm_reg_purchases,pjm_2025/04b_source_location_excl_targets/stripped_no_screening/target_da_as_total_mw_primary_reserve/DGatingDNN/run_20260811_010932,是
da_as_total_mw_primary_reserve,日前主用备用总量,是,是,31,16,0.8632268126176589,0.8604978619140897,0.6005132528369631,3,da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_mw|gen_fuel_hydro_pct|total_pjm_rt_load_mwh|gen_fuel_coal_pct|gen_fuel_multiple_fuels_pct|da_as_as_req_mw_synchronized_reserve|gen_fuel_gas_pct|gen_fuel_other_renewables_pct|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_wind_pct|total_pjm_self_sched_reg|total_pjm_reg_purchases|gen_fuel_oil_mw,pjm_2025/04b_source_location_excl_targets/stripped_with_screening/target_da_as_total_mw_primary_reserve/DGatingDNN/run_20260811_011349,是
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,否,否,58,23,0.908060873691466,0.9166437753255965,0.8694382526057644,4,gen_fuel_nuclear_mw|total_pjm_rt_load_mwh|total_lmp_da|gen_fuel_multiple_fuels_pct|gen_fuel_coal_pct|net_sched_interchange_mw|gen_fuel_gas_pct|total_losses|da_as_as_req_mw_synchronized_reserve|gen_fuel_other_renewables_mw|marginal_loss_price_da|gross_actual_interchange_mw|gen_fuel_oil_mw|gen_fuel_wind_mw|da_as_ss_mw_primary_reserve|gen_fuel_hydro_pct|gross_sched_interchange_mw|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|total_pjm_reg_purchases|congestion_price_da|total_pjm_rmpcp_cr|congestion_price_rt,pjm_2025/04_source_location/stripped_no_screening/target_da_as_total_mw_thirty_minutes_reserve/DGatingDNN/run_20260811_011751,是
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,否,是,42,18,0.900231101385466,0.9046093328859979,0.8620873097997123,2,gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_gas_pct|system_energy_price_da|gen_fuel_multiple_fuels_mw|da_as_as_req_mw_synchronized_reserve|net_actual_interchange_mw|gen_fuel_coal_mw|total_pjm_rt_load_mwh|gen_fuel_oil_pct|gen_fuel_hydro_mw|gen_fuel_coal_pct|da_as_as_mw_primary_reserve|marginal_loss_price_da|da_as_as_mw_synchronized_reserve|congestion_price_da|total_pjm_reg_purchases|total_pjm_rmpcp_cr,pjm_2025/04_source_location/stripped_with_screening/target_da_as_total_mw_thirty_minutes_reserve/DGatingDNN/run_20260811_012147,是
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,是,否,48,19,0.8949160072394289,0.8946826364729394,0.8347245724481499,4,gen_fuel_nuclear_mw|system_energy_price_da|gen_fuel_coal_pct|gen_fuel_nuclear_pct|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|gen_fuel_other_renewables_mw|gen_fuel_oil_pct|wind_generation_mw|da_as_as_req_mw_primary_reserve|gen_fuel_hydro_pct|da_as_ss_mw_primary_reserve|gross_sched_interchange_mw|da_as_as_mw_primary_reserve|total_pjm_assigned_reg|da_as_as_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_rmpcp_cr|da_as_mcp_synchronized_reserve,pjm_2025/04b_source_location_excl_targets/stripped_no_screening/target_da_as_total_mw_thirty_minutes_reserve/DGatingDNN/run_20260811_012532,是
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,是,是,34,15,0.8945547989085015,0.8954162853379014,0.8000971731626039,2,gen_fuel_nuclear_mw|system_energy_price_da|gen_fuel_coal_pct|gen_fuel_other_renewables_mw|gen_fuel_multiple_fuels_mw|da_as_as_req_mw_primary_reserve|gen_fuel_oil_pct|gen_fuel_nuclear_pct|gen_fuel_hydro_pct|gen_fuel_gas_pct|da_as_as_mw_synchronized_reserve|gen_fuel_gas_mw|total_pjm_reg_purchases|da_as_as_mw_primary_reserve|total_pjm_rmpcp_cr,pjm_2025/04b_source_location_excl_targets/stripped_with_screening/target_da_as_total_mw_thirty_minutes_reserve/DGatingDNN/run_20260811_012924,是
